,a,a_std,t,t_std,v(0),v(1),v_std,z_std,z_trans,v_bias
0,2.6796393620541483,1.3857920312199803,0.21071147579112318,0.05166388094939842,6.903010919200428,5.229441996626122,1.7986527117434477,0.17111948224858303,-0.05454050506166086,-1.6735689225743062
1,2.938001070793824,1.2415046853391662,0.22782795127735395,0.0530673578692987,7.109138319969233,4.789022033407037,1.7386666058213105,0.20694378826743484,0.07266444099481283,-2.320116286562196
2,2.928312306470805,1.5613466564889982,0.22521126652746756,0.06612955633538195,7.267523297338443,5.232083078775984,1.8468416544355364,0.2572128711901236,-0.08340854790554017,-2.035440218562459
3,2.994126763222028,1.707277136678196,0.24230744612335897,0.0519960795085974,6.305898887039578,5.652304101275067,1.6137779697377972,0.22574826045034357,0.04920072509475536,-0.6535947857645104
4,2.498770406964259,1.194179130153331,0.23422171140458836,0.04580187098345218,6.524217570043582,5.576801004054233,1.6544235173256219,0.28123692296704894,-0.02273907262299853,-0.9474165659893492
5,2.4427950951605215,1.1340805206470328,0.23070142615774544,0.04366863147016668,6.194808759345429,5.073503692775054,2.1288149865987926,0.26322426171537067,-0.06044104524787552,-1.1213050665703754
6,2.376754399528168,2.05796055792348,0.24299766461080513,0.043482530106973574,6.823454399189447,5.4994969388602755,2.241086915918576,0.2109932255153773,-0.03872101476517527,-1.3239574603291713
7,2.180651310387443,1.9486521453105619,0.2268130329977705,0.07439721298100552,6.753793716636073,5.379307954234875,2.0705351282216986,0.22199784259832994,-0.06230147450013809,-1.3744857624011981
8,2.351385467891184,1.8952765047574482,0.2380058197189081,0.08273174916044568,6.638326381819277,4.834322622517438,2.0732200987857277,0.2524867928099132,-0.15436669480522155,-1.804003759301839
9,3.0935929945503067,1.4142068954727518,0.2475472797702104,0.08352008408664492,7.076786372094362,5.731797107603404,1.9252344767719278,0.25102462402763975,0.10379758018320129,-1.344989264490958
10,2.9306325849652946,1.1860651373445,0.2159049470253966,0.08377386940136805,6.416680527356885,5.682294863831967,1.8945136296197358,0.21450059936650356,0.033444758042449396,-0.7343856635249182
11,2.901448803090303,1.3819313795284853,0.24544653495230345,0.04561478563103847,6.9772798360712756,5.238152745630219,1.9480554981444334,0.21486233335462168,-0.018275410259908077,-1.7391270904410563
12,3.502108278837611,1.1949127818896672,0.23719942531226487,0.05826254980411124,7.206182356737557,5.638805662210656,2.021053068333933,0.22801696174321442,-0.07447168918714892,-1.5673766945269012
13,3.07701459508225,1.526330417159968,0.2237142796678744,0.046834772182612436,6.964517196221119,4.715362535081493,2.159845467516821,0.24730588908544043,0.04275256685266217,-2.2491546611396265
14,2.9648600909104714,0.9643335154244985,0.24296606047365635,0.04554627892959502,7.015720835121396,5.6075315342130185,2.021326132584643,0.22766826131083445,-0.007424560389414535,-1.4081893009083775
15,2.789887877355052,1.948554782724895,0.23856171367180512,0.05577330519357229,7.19117058761856,5.353773148781926,1.862675342455209,0.216551672904839,0.07279014629496662,-1.8373974388366339
16,2.177771152575758,2.087194492730738,0.24028336511166223,0.05524663364304231,6.897544181124616,5.1795071436760765,1.882809025345421,0.19998405933587993,0.015561032599470219,-1.7180370374485392
17,2.292621842862266,2.106451046587976,0.22903115419688838,0.056690954343221904,6.882026856871175,5.437669547544235,1.869736592063937,0.23015588962191313,0.03560771033704528,-1.4443573093269393
18,2.822301543563215,1.8357243041625992,0.23447045984008824,0.05405111347135602,6.7192183929674805,5.069841960217364,1.785998664633829,0.27242077365422734,0.019749943400595448,-1.6493764327501168
19,2.360507487847443,1.9679451951569589,0.2133583614308205,0.053350356258988055,7.11682986769101,5.112403851049329,1.842585075286267,0.26920905148403046,0.013091635833177125,-2.0044260166416805
20,3.256596765778524,1.2982948996767103,0.23276314889104846,0.0514166879585849,6.747706838375499,5.753707648455424,1.70968515352147,0.18205483376653245,0.029425051182628576,-0.9939991899200749
21,2.5217689175912605,1.3534000470552516,0.22017214326084633,0.04901162676212825,6.795486899930854,5.115941703916388,1.824576973354068,0.18260699942439362,0.037253457687808154,-1.679545196014466
22,2.7833898254443508,1.4494494522428498,0.24509145631609613,0.06951277756769994,7.040207894165729,5.337339524029425,1.9998819702962911,0.39529189488385497,-0.020865307658715627,-1.7028683701363034
23,3.063637067841724,1.329378865602806,0.24410643821396016,0.04588412430234526,7.1718115177990525,5.3695766979774895,1.9695283351660353,0.34808066922285646,-0.06474399061239655,-1.802234819821563
24,2.894331855120888,1.5263198846454853,0.2526220405703059,0.06587553283279467,6.502369902102483,4.835851380123784,1.922697701766369,0.24334563519839608,-0.03491987815555462,-1.6665185219786993
25,3.0868100265897507,1.383394128589687,0.21150788767895043,0.06241589090437383,6.830653984869095,5.565571414375267,1.674711852736377,0.3102924132109197,-0.06444903556018784,-1.2650825704938278
26,2.980718350929192,1.3866142387700617,0.24705315405375808,0.045148604116206165,6.790040893292549,6.0284429501586985,2.044784219778651,0.20148727977718534,0.01730081138008372,-0.7615979431338502
27,2.810308024355029,1.274738600109509,0.2327179231009272,0.04668984046318132,7.120578015156756,5.166481791506195,1.8423242251484258,0.25780478825481323,-0.03235129347065252,-1.954096223650561
28,3.1800942714327327,1.4933571240875816,0.2541652979740798,0.06441404735826718,6.348373173570088,5.460096548037786,1.6853383269792666,0.27683674633282684,0.02322023817490264,-0.8882766255323018
29,2.755685173907828,1.3463249757372338,0.23000733973937154,0.0443680381471135,6.492892078256778,5.3658873113242835,1.6584281143200117,0.1903937046803126,-0.03671933365379938,-1.1270047669324947
30,2.711000358640926,1.4371986289483707,0.2305488778716392,0.05868539795215595,6.853812639340708,5.387522891375351,1.7611722748196126,0.2772023902380481,-0.04037235889271364,-1.466289747965357
31,2.9983492648826244,1.7550815862354443,0.23370166486462143,0.03956681151006082,6.468795488889262,4.991966585131887,1.8388426228622037,0.21543303908536107,0.03841545956995211,-1.476828903757375
32,2.6893449430121805,1.27315602255925,0.22865907037307023,0.07682806133748418,6.810660121715252,5.202148948251878,1.9490266189802017,0.24038729224881672,0.02716689678044076,-1.6085111734633735
33,3.2705924270472186,1.6556343085973235,0.22895369207915764,0.048881187582171345,6.82793280557434,5.400742881909435,1.8204146887855135,0.232712146568422,-0.005587434100354518,-1.4271899236649048
34,2.5415871136698005,2.035068913187006,0.227155347785818,0.05350662711037639,6.115400949850275,5.475942401719066,1.9351808525178713,0.19606409228589705,0.04182693323533839,-0.6394585481312092
35,3.2104993274114886,2.5919292858933494,0.22594661708468544,0.04725680883019867,6.914220650634768,4.9063170198785775,1.7660742553221174,0.20346802964718852,0.013796926969947306,-2.00790363075619
36,2.609921029268974,1.2983301465273316,0.26109533313773664,0.07659577321415723,7.337550509695301,5.436296344559726,1.8576556801529018,0.19508064857102658,0.000880033475391946,-1.9012541651355752
37,2.4193331919496934,2.3968644712890734,0.22717683449470352,0.05251936781628668,7.112860345792402,5.231293669512501,1.9723487117170562,0.17478532102477964,0.031506431857115755,-1.8815666762799008
38,3.1798143255877216,1.235223119883468,0.22552871173343944,0.06165393627695803,6.674604653040384,5.139760061302777,1.8046512918231377,0.21923611095336537,0.05370225472842726,-1.534844591737607
39,2.803802554886913,1.3495445096100562,0.2241030279703778,0.049619173531782065,6.388273685237441,4.897991429961434,1.8726967641512122,0.22318856524859929,0.079403464647306,-1.490282255276007
40,3.295424884825879,1.181730730726631,0.22555528702001051,0.04823157936975209,6.961928482799713,4.9511437937897815,2.1605113592443668,0.2580630264782643,-0.030022824575202757,-2.010784689009932
41,2.6631267413352413,1.664354750263589,0.22189342574553014,0.05645587864957703,6.280204059308921,5.088918056936002,2.0695317026940203,0.2251494734431235,0.004767985809848468,-1.1912860023729186
42,2.9579038264531032,1.6672688871281438,0.24797128911051713,0.055911131727682195,6.773883005642514,5.56805377512418,2.182877027082692,0.20564418909713866,-0.019224372644012066,-1.2058292305183338
43,3.0689813090665385,1.8270782678458266,0.22855799184825779,0.06177751705877284,6.807092621993513,5.107751612668456,1.731273776540625,0.2639152710354576,0.0024316739604190313,-1.6993410093250567
44,2.9175712031667844,1.278872597645891,0.2306188857381631,0.049566590370995804,6.827263131071651,5.389004581768246,1.7051618059522684,0.2224288771145193,0.04655264793530118,-1.4382585493034048
45,2.393661176841695,1.2706239856491313,0.23271218076160222,0.0640914509610259,6.634446983986136,4.927438363822248,1.8566189294653055,0.2683848884809504,-0.019319835525720766,-1.7070086201638874
46,2.6899315716677807,1.7320226349569325,0.24202004218935547,0.051160931391515826,6.173721550421391,5.50806661140397,1.916851912908134,0.23327476104227501,0.004936553749129331,-0.6656549390174211
47,2.755197586675823,1.2241329553447506,0.21729928919572888,0.050489064989315664,6.7533008590042565,5.930772754543243,2.1956676079602353,0.20811752656537535,0.020426839980156555,-0.8225281044610133
48,2.8506591217100343,1.7081740244060577,0.2496708847130023,0.061466371325268734,6.606307167792153,5.860650441440061,1.9302934646193728,0.2090795268812793,-0.026569577458823074,-0.7456567263520917
49,2.9563955097325247,1.6074143726870473,0.21266243666565343,0.0647894430899304,7.27621358739924,4.94913470376754,1.8072406651822366,0.24529548710443377,-0.010181868591921873,-2.3270788836316996
50,2.851852113364289,1.5089826152509247,0.2226937892405887,0.06356072557366874,6.666012744823997,6.041853192404642,2.085170949519769,0.2542221338586569,-0.07042711917669689,-0.6241595524193553
51,2.6087076918902983,2.0184052072637813,0.21332175590099384,0.058211683282159504,6.917747612956113,5.7804179084953615,1.9529665320978795,0.24025263439424144,0.05365743856669866,-1.1373297044607513
52,2.3348292107483624,2.0342131863942345,0.22428069294447914,0.060515537532282906,7.054023612111647,4.8321454771571375,2.1711686601148688,0.22986703250829094,0.0216971208839925,-2.221878134954509
53,2.111668645801746,2.186038943774002,0.24043041873679294,0.04774391634198738,6.958189117940804,4.735027878324123,1.7347970322523867,0.2565950360690863,0.043993335716652,-2.2231612396166804
54,1.8377597250322082,2.592708084678069,0.23007153767882804,0.05143924231319695,7.240265843183466,5.566323642411614,2.1330973747910704,0.25492249811163015,-0.0654857925169746,-1.6739422007718519
55,0.6455855869121114,2.804562493456751,0.2369511660513642,0.04623878525056857,6.962100323177825,6.562393216264355,2.0171749559237795,0.22777595098775877,-0.022267262911465094,-0.39970710691347033
56,0.17564189649743334,3.1746999148057573,0.2146502282741507,0.06887846511683605,6.045465582273238,5.543358541183242,1.8637002526792679,0.2912634112191338,-0.06903298038456332,-0.5021070410899959
57,2.0681329957401307,3.0491520756453663,0.20574148856802657,0.08027092447589268,6.479179484405739,4.809378183272635,2.1702028784508003,0.23416725065381638,0.0022441540849796257,-1.6698013011331039
58,1.3757511755231344,2.3528923286666377,0.24879351686004048,0.06539573584617449,6.242799508006457,4.787145640405554,2.130965891306173,0.22876954139714412,-0.019412580843645576,-1.455653867600903
59,1.1916486276711353,2.718793680819304,0.2256901234317643,0.047072844024472524,6.796979931596244,6.248791954377598,2.056683063867759,0.22001321628421489,-0.06730041454806795,-0.548187977218646
60,0.5556340221221077,2.3733771183624164,0.22760276268007065,0.05222922163943036,7.307380943799133,5.7476441870485075,2.140605670413298,0.22361964274029159,-0.016158019238405357,-1.5597367567506257
61,1.5663902080420713,2.53523119610093,0.23515818272061684,0.054693527976578726,6.178576603740673,4.8123410056495945,1.911360519253845,0.22401302327663408,-0.02504622997784544,-1.3662355980910785
62,1.30068333625724,2.5090622696680933,0.22160679004401035,0.058522187447613255,6.175384113440357,4.743041206232533,2.1762462547135093,0.18842347033260487,-0.0025834314408879136,-1.4323429072078238
63,0.8213689177881816,3.1308350257855477,0.22161460340140132,0.056625808584752954,6.896653981195356,4.938894697890653,2.135291319726742,0.17802700466050658,-0.04061010748598321,-1.9577592833047026
64,0.1946159143192565,2.7698452797744766,0.24351962854678513,0.045426476518964844,6.8731947597400485,5.664695907432188,2.0283189042213063,0.19239805801522483,-0.09471897417082359,-1.2084988523078604
65,0.7142978263538894,3.158718887423146,0.21940588410193038,0.043658250075128996,6.196309836196005,5.506705933221089,2.1676370851530486,0.237155309648736,-0.052335768229815574,-0.6896039029749161
66,0.49555966978068067,3.601363465375388,0.2414268892125093,0.04947520417749954,7.2302289038873075,4.695210787310728,2.1858880645405323,0.22474094017700808,0.04248074817048702,-2.5350181165765795
67,2.7968990446511417,3.0868274858503386,0.23121855503965277,0.04902951268075182,6.400970624996833,5.464258621509974,1.6907475858472265,0.2330740873720637,-0.024356346172834102,-0.9367120034868588
68,2.7757296585359748,2.2123083937140726,0.2446013757121544,0.054077536424682174,6.431179666259112,5.2064715245345825,1.8417663940280995,0.22374091442742272,0.061624326241461906,-1.2247081417245296
69,2.075272468967988,2.2298599097555702,0.21266178172087696,0.05573823073024349,6.637968938872007,5.231526508923249,1.8355620963956358,0.26076096055327125,0.027804147606381346,-1.4064424299487577
70,2.391701227907697,2.1102420288036874,0.22773197579903826,0.04786795847857282,6.216215181872175,5.919257016945615,2.175917882502349,0.23819905814954515,-0.06320932691220385,-0.29695816492656046
71,2.7794483324319827,1.4828144667520948,0.22404687783128358,0.06845808863084393,7.337737528001749,5.571530610525482,1.8934744468790026,0.23484925453312439,0.008527361088897137,-1.766206917476267
72,2.7884799326299703,1.6858910513792946,0.24128518423506767,0.0592184398953695,6.5858021287848825,5.242287801973284,1.7230682926151133,0.22972779410456481,-0.02718351847707686,-1.343514326811598
73,2.404409408470622,1.6654889333014253,0.23138304472112975,0.0540016832470734,6.7191644052856665,5.537962517520012,1.7225310281854371,0.20207349393009072,0.0409644005437977,-1.1812018877656545
74,2.8524884780123405,1.0996438525672947,0.23160310922666175,0.049559145403835686,7.31511453957256,5.622205680803973,2.046161789656273,0.23851813311045733,-0.050941491273089855,-1.692908858768587
75,3.074803378708567,1.706043383387058,0.24967044408421185,0.060733918375417445,7.263387145317663,5.571486945216135,2.1167239362710237,0.190041222292096,0.036217382291544295,-1.6919002001015278
76,2.8880936495562732,1.6637842395169362,0.2552262252589228,0.06591458120931402,7.052941657831644,4.8292254548764335,2.1414284249503988,0.285269739867412,-0.0765364560033082,-2.2237162029552104
77,3.009095857298015,1.1608062622459547,0.24340925926451232,0.06165724224302169,6.151889222292362,5.245288672155375,1.9909389891378428,0.2117061738306193,-0.03619005755177211,-0.9066005501369867
78,2.906743228486836,1.5013564018212167,0.2281177764317307,0.053569235913933304,6.4766129599228,6.0494257783222825,1.5853407734887406,0.19422207198546487,-0.0393450420690462,-0.4271871816005177
79,3.1697477820471915,1.6594286717410087,0.2278232311475136,0.048886219564965076,6.35067630803149,5.416634951193464,1.8557916700356234,0.2440054331362429,0.014371727742413841,-0.9340413568380264
80,3.1055618943788823,1.0947757404079344,0.22057849585732445,0.04921861787804521,7.040840198474753,5.227654958645954,1.784448324215253,0.211058876198027,0.053661513747632436,-1.8131852398287993
81,3.007895704507697,1.1661482784553534,0.2187879471965408,0.04774475569243688,6.282399176467938,5.595756121568048,1.7808994604678892,0.20834683427173564,-0.026886096226795286,-0.6866430548998901
82,3.362208660162218,1.430633704958289,0.2238826052011108,0.06616393493797826,6.759456858070335,5.702160834752586,1.529343487309255,0.2011320080236385,-0.018549204143507473,-1.0572960233177486
83,2.551940533969832,1.327256503876594,0.25894442564375375,0.061207718524251456,6.923314161612051,5.011114259077627,1.7356339682786572,0.23190462997905104,0.0309749888026239,-1.9121999025344243
84,3.66401865954248,1.8417303660166946,0.22163132251409667,0.055289272296892115,6.507711117618017,5.411147385060191,1.908427933606791,0.18778539703624858,0.012775508734915335,-1.0965637325578257
85,3.0587032554624143,1.6471983669015275,0.2409376262924472,0.04712934529862894,6.905874798479486,4.813677498788696,1.6137127420974084,0.23919947718457557,0.01588027963650586,-2.09219729969079
86,3.6509527548560605,1.3871224090073908,0.25159988389408666,0.03906359530207956,7.090704553204034,5.390154400842075,1.5959240221249573,0.2345351833397465,-0.03816504460611414,-1.7005501523619593
87,2.9331402923679786,1.5825312351817338,0.22832335595548225,0.06689869233924214,5.944767482171561,5.772223432858642,1.658370995688942,0.259881782971493,-0.047831321180497745,-0.17254404931291933
88,2.911938804291448,1.158165170458274,0.24295728378981393,0.07886332782437745,6.806701222296367,4.812746717347133,2.143278826693648,0.2278095365149783,-0.00958965986898738,-1.993954504949234
89,3.4899054063837385,1.4519227670302146,0.23788978862068882,0.05682726735041421,6.852273903887496,6.0882965850576465,2.1253578788216325,0.2428885388168028,-0.030588684429056268,-0.7639773188298493
90,3.326680885429707,1.177392579055113,0.23007672340707433,0.06652334787124323,7.160552571646546,5.008883892166151,1.8696086603534352,0.19341097834228155,-0.08991872277398319,-2.1516686794803954
91,2.769912867434999,1.1051093063540802,0.2238419579423544,0.06514774773377055,6.825075118212593,5.029688646660716,1.805526548576814,0.18519416350621531,-0.01804596540651155,-1.7953864715518764
92,3.398065631519902,1.6711147562642508,0.2204072280097378,0.06588823530864013,6.541751372775288,5.480654533611553,1.5974184856082294,0.16098628904814052,-0.05788668983995746,-1.061096839163735
93,3.1372034850539103,1.667537561980165,0.24744586574936736,0.06637439278009218,6.489604934845935,5.503320535067636,1.7180304072516617,0.23695868065561587,-0.08699489391172702,-0.9862843997782988
