,a,a_std,t,t_std,v(0),v(1),v_std,z_std,z_trans,z,v_bias
0,2.7399623325020275,1.6136288575818665,0.23017170466572656,0.05457933293970722,5.879595780150923,5.178911087872854,1.5092898942627928,0.24756337604643625,-0.15529521881866115,0.4612540324474535,-0.7006846922780685
1,2.578957633094461,1.8841749833216235,0.22181277710231279,0.05004219521639272,5.8577968006428,5.525075956430626,1.5216370652897897,0.24649306947943028,-0.15280991471715372,0.4618716865694401,-0.3327208442121732
2,2.5170583129484427,1.2517830848912532,0.21334379064233022,0.05434656932643361,6.0779379185513775,5.3451052550645475,1.6105533097996902,0.20652943976881594,-0.08318194728164796,0.4792164956294159,-0.7328326634868301
3,3.3829553848016434,1.1650508418909509,0.21737493607654607,0.050381890206212046,6.048666865603848,5.135637119801641,1.6301582370151158,0.29902399094003757,-0.1632358463967175,0.45928141369542896,-0.9130297458022074
4,3.517280628800857,1.1403690201795167,0.22993342156972157,0.04895194996261625,5.399935099369725,5.448377470239534,1.5118811009031028,0.27122346886117593,-0.10027145364769226,0.4749531189447275,0.04844237086980918
5,2.286177419580966,1.5981141177044336,0.21148705042883675,0.054396883980472974,6.334633430951321,5.6388035417546725,1.434850779723981,0.25086961112368544,-0.10792873477945018,0.47304397791284686,-0.6958298891966486
6,2.720275147462017,1.319334881456058,0.23053697656907268,0.046295984504668805,5.689666756066238,5.6628108745226005,1.423383802975992,0.23864717106812755,-0.10722118430627146,0.47322035476240687,-0.026855881543637494
7,3.0459751602308827,1.0352229406072928,0.22675012294009322,0.04820731849839467,5.62398938685499,5.617415028585615,1.4321751798134255,0.20876061330009785,-0.2295035565589992,0.4428746327378512,-0.006574358269374692
8,3.1728673752940235,1.0641897838696852,0.21670506051847652,0.049984439663639905,5.417191177865703,5.4826493871286015,1.5716353173722968,0.26646301359568114,-0.10073688882334922,0.47483705349497707,0.06545820926289814
9,3.2369551582157623,1.2268420597759475,0.23134123104914905,0.04768935695118913,5.739823697743734,5.280661968070892,1.466953296064134,0.218052119537139,-0.04246287637835183,0.48938587571445835,-0.4591617296728421
10,2.904400851595628,1.0519897610169455,0.22078542557075898,0.052246506656366765,5.7243333155441976,5.732601011978526,1.4495444333603253,0.2490933399678132,-0.1978299973481502,0.4507031721853525,0.008267696434328009
11,2.5443741093132184,1.0848268785471773,0.2150996760160827,0.05603576894298026,5.691187078151268,5.174208162660031,1.3568343615624143,0.24989838863382038,-0.045467282989240076,0.4886351370422102,-0.5169789154912365
12,3.2234274652766164,1.450146471200655,0.21240229485692275,0.06285823096172422,6.097482147946163,5.3318552876012255,1.4562003763904587,0.25889233889364377,-0.13354258169882657,0.46666388183143415,-0.7656268603449377
13,2.861123750068166,1.57167139546254,0.21925458885348845,0.05610605797827741,5.601524137247202,5.131105356731026,1.558837371634298,0.3041825031608463,-0.0693829943176473,0.4826612066083746,-0.4704187805161766
14,2.79826959923856,1.629127987771015,0.23017080276104468,0.05423127953989128,5.808390715431863,5.3100626284305985,1.2975613834497297,0.2426113295576023,-0.1670566184118693,0.45833270429509326,-0.49832808700126474
15,3.0105077385128296,1.7669353405990642,0.21971810372493608,0.0680286581655159,5.760730684434906,5.236453539598936,1.6829076793333853,0.19904138135782257,-0.15794113880785077,0.4605965924210162,-0.5242771448359695
16,2.9697673428701936,1.673029189564147,0.2269804471766949,0.05776323163947018,5.759045755391375,5.257928075409735,1.5450481699927487,0.2133816041726026,-0.18141671876061682,0.45476980376567266,-0.5011176799816397
17,2.833791399623476,1.5173567070979304,0.2207511616621297,0.054282576327621915,5.589162146196308,5.0928615184295944,1.3784308350168128,0.27543446580658926,-0.08081985693034426,0.47980602657018956,-0.4963006277667139
18,2.718765069722702,1.3654479703242761,0.2148627274007877,0.08977906188032658,5.84005077473944,5.595806068056718,1.6001443271460143,0.20226180403426988,-0.15956490299361184,0.46019319837570166,-0.24424470668272225
19,3.038247549438726,1.486135074686147,0.22320596010188695,0.05075282605909703,5.082219980571626,5.8000815285124885,1.8991499828039378,0.18369545019574038,-0.1269625677245039,0.46830192637511736,0.7178615479408625
20,3.234291795667298,1.4869458472127715,0.21575887860889256,0.0664403022355797,5.457176720250032,5.536854094048739,1.647963852025446,0.2568782491938045,-0.08168672379356401,0.4795896671607374,0.07967737379870776
21,3.3023921039600133,1.2352405736610588,0.2099411189636792,0.04836135777004667,6.0918405730493435,5.706729510427426,1.4682691353269368,0.22929719404441917,-0.010032691898848811,0.49749184806340246,-0.38511106262191763
22,2.6445687377000238,1.0061842061220947,0.22040954486948372,0.043899207943335905,5.886743917681832,5.565374317109193,1.5553637788635242,0.2334269188874058,-0.16957633368532982,0.45770721611525855,-0.3213696005726385
23,2.5464703402187396,1.1318643070326653,0.21857436620817094,0.07021670889629893,5.365400836951056,5.011696640658611,1.5355200757063325,0.22564755444155854,-0.10052408998654466,0.4748901187494591,-0.353704196292445
24,3.39024595646616,0.9587722768981649,0.22899356360593798,0.050950497978465806,5.668499650336813,4.7510775466857975,1.5920677069963702,0.19639253871073725,-0.0946735711677254,0.47634926986190446,-0.9174221036510151
25,3.1067495001340646,1.0769528347665074,0.21889222319055507,0.05334683937483488,5.37538052796646,5.678681103306293,1.5154794267652567,0.18963723436027516,-0.08824147343789973,0.4779539350306835,0.3033005753398337
26,2.990637057824009,1.3617745816688644,0.22037995787947,0.05817825299464117,5.697819577257768,5.682991801495124,1.5002319947668337,0.21873551311697825,-0.1557194403933135,0.46114861565073373,-0.014827775762643824
27,2.8379619972901184,0.9444394816166336,0.2208523458872321,0.06393223276572305,5.523569983156159,5.13475642353613,1.542881372724583,0.2532890157141337,-0.13186132780854387,0.46708235028709183,-0.3888135596200293
28,2.8189375165357045,1.297952935591744,0.23205089145336438,0.06383148478387253,6.1403885044265865,4.731388471389447,1.4945953465504038,0.21000195580831815,-0.034812165499460396,0.4912978374437608,-1.409000033037139
29,3.096016667499854,1.341645218467105,0.20759368130176406,0.05418626398458759,5.439713865362592,4.99861685395208,1.592998558585434,0.21355782631181855,-0.10584539172381946,0.4735633288413729,-0.4410970114105117
