,a(1),a(2),a_std,t(1),t(2),t_std,v(1.0),v(1.1),v(2.0),v(2.1),v_std,z_std,z_trans(1),z_trans(2),z(1),z(2)
0,4.676224593198989,2.989766875028073,1.117693280646429,0.02764904635449282,0.24421149897174374,0.0632021997601571,5.244612059676041,5.347793437371627,5.9650266552841575,5.515362932946905,1.3916576763286927,0.23230104061265458,-0.19577246195655545,-0.06729598816927493,0.45121260734985724,0.48318234938997323
1,4.5672817707578055,3.0763382390435567,1.1173789436066968,0.019845541317748433,0.22377754218902451,0.07937222630874001,5.036961785302626,4.844253605743569,6.03014845986813,5.4667367152352355,1.5198984069969117,0.19020667997299198,-0.20218879093248324,-0.0641595910991427,0.4496242999606728,0.4839656022517819
2,5.078901447824638,2.8652481644031527,1.1062285711747597,0.04721436570485508,0.22849472629077908,0.07513510051104323,5.147668645025376,5.509394163144629,6.276907627822388,5.735215841973195,1.6832250778951843,0.1839527575395146,-0.31308629994917914,-0.02259763930762483,0.4223615873733139,0.4943508305682999
3,4.577080739792145,2.6655985949013363,1.0695577789566912,0.03393218840572595,0.23390506013510767,0.07507834774653707,4.417375262793209,4.500012337496914,5.798511420612615,4.983222631205369,1.575994642639113,0.18301871765575756,-0.2528666899023981,-0.10767075770054504,0.4371180352501082,0.473108285176268
4,5.16939678783021,2.532606535701679,1.019653420079789,0.03459100628694476,0.24249829076174356,0.0627958321168107,4.607692258474757,5.665623121581781,6.2044162030388135,5.329571108061551,1.2310104243443052,0.19568751175613813,-0.23824266866015542,-0.05369066673974461,0.44071946275429363,0.4865805568321683
5,4.88906198335517,2.6381695526747366,1.2236129000540654,0.035758692547335935,0.2155658280165725,0.058442255171103255,4.848903394461797,5.081843590074036,5.835816985084003,5.334833558424019,1.34112004275377,0.1532414841887133,-0.18578253201191958,-0.12361408365832419,0.4536874973439167,0.46913577066798745
6,4.680101338511999,3.0380747029506776,1.0309062236248288,0.04469699108322951,0.23455857418337925,0.07054685929856284,4.915781692145239,4.9594517537132985,5.864249502480502,5.194087247453385,1.3302759586969328,0.17133329904682987,-0.26873404732526085,0.007754734015869555,0.4332179109286518,0.5019386737886528
7,4.671881543556589,2.5996415868698963,1.08133724059839,0.026182281620113525,0.2305921872736465,0.0650477666129316,5.072075062119355,4.905647979972556,5.83531879945944,5.448513332653152,1.4157384722698685,0.18183892968938084,-0.22070059361778493,-0.05098527033847792,0.4450477254528479,0.487256442866505
8,4.3237700595781305,2.4948002113923833,1.2136436521724052,0.020689730254647626,0.24413228393778924,0.08907147129844392,5.416170442302443,5.500852858201067,6.003937586669258,5.745135118455541,1.1874453698454575,0.19787415460924368,-0.22121001046108993,-0.0873338170253731,0.4449219130794602,0.4781804125028172
9,4.971618277512038,3.068407910112521,1.1777654177004089,0.05852159241741468,0.22574046482034685,0.07559780288629561,5.067115316928842,5.294281029696745,6.009988674494055,5.754280777838608,1.2871481401074163,0.1822151414016453,-0.23783377514911874,-0.08206339064545515,0.4408202516474578,0.47949565808412054
10,4.927951804013695,2.9566964303630714,1.1330216613319988,0.037945296302335084,0.22541346589302017,0.05210178997618329,5.0816431862125855,4.951222405614625,5.814053025403763,5.762003683286881,1.5005572688019997,0.1875044856025745,-0.25272963260311376,-0.042781038390542384,0.4371517579215593,0.4893063713245845
11,4.716068129825088,2.76898670740018,1.1410339383312198,0.04112880962728291,0.23121604023294828,0.058761990248093955,4.748899150649443,5.570298929066898,6.005101010023124,5.18345960647849,1.4921833908266338,0.17196019576909505,-0.2106725537046722,-0.07355853088594243,0.44752579804181725,0.4816186547677601
12,4.656799047949671,3.1021978419063236,1.1718302470383712,0.04000661291930881,0.24299969542313687,0.06916857926701156,5.124974839673046,5.294922531891383,6.261598704042315,5.357421152947241,1.250325027852696,0.14375720095228423,-0.22912615779740492,-0.07064870618522565,0.44296775286648415,0.48234516613518313
13,5.064655156297976,3.0702890497503543,1.2041567999945355,0.04944606823013925,0.2239737717986259,0.06216067618941766,5.4006772025965235,5.288752037788485,5.769225508961022,5.334001571658591,1.4232198197455483,0.1692498413254051,-0.2304491628548577,-0.0874302961909733,0.442641329588063,0.4781563386953048
14,5.231576238483997,3.5960398886039564,1.2724108988239164,0.0330777010522945,0.2270210426591222,0.06473290653615606,5.295801952997056,4.85707244709574,5.940202487945694,5.303532155307876,1.4254006169572717,0.1681441296287303,-0.2722432837860701,-0.16098724643999304,0.4323564552423862,0.4598398863968701
15,4.9883837443176535,3.3752565596732014,1.351184952456157,0.002270551944291016,0.21484638952131788,0.06802329609205038,5.414441820130734,5.078162852951108,5.956499749729428,5.41218480826809,1.423601596931013,0.15589147442448825,-0.2725390457120367,-0.10314853371884093,0.432283869516406,0.4742357060453304
16,4.75229537233786,2.5494811863963056,1.3216749929790899,0.016586620515637973,0.23250329614089116,0.09599466415857111,5.368907056602358,5.088741894668952,5.4862440744363665,5.831869407010905,1.4605208602812292,0.16507599952570434,-0.19770990643525121,-0.05640343895158562,0.45073290324735,0.485902877384939
