,a(1),a(2),a(3),a_std,t(1),t(2),t(3),t_std,v(1.0),v(1.1),v(2.0),v(2.1),v(3.0),v(3.1),v_std,z_std,z_trans(1),z_trans(2),z_trans(3),z(1),z(2),z(3),v_bias(1),v_bias(2),v_bias(3)
0,4.861650896679992,4.362043826040011,4.760225804237848,0.5811063706670866,0.04083041050446083,0.04063366659693132,0.008159907702383616,0.08373332604827564,4.802446958074457,5.139705911178412,4.428434306789902,4.762451692112979,4.371396565870324,4.958604180806642,0.7968092451447899,0.021430789934145586,-0.3316952203375265,-0.2781241696688562,-0.3052923231847938,0.417828207196047,0.43091372072573664,0.42426424331885904,0.33725895310395515,0.3340173853230768,0.5872076149363181
1,4.759598312588082,4.611421866959608,4.699944065350127,0.5304573389393454,0.021690317035600648,0.037583992420895246,0.013875386263982943,0.08331974756513805,4.4584791906903085,5.460737110264056,4.709969664515029,4.571953547930973,4.1375905822928605,4.664649944054663,0.8027123178411346,0.024812614017358382,-0.3252151192080542,-0.2809397068742382,-0.30137289608396745,0.4194053117769603,0.43022340947319965,0.42522190167928503,1.002257919573747,-0.13801611658405566,0.5270593617618022
2,4.781847161957363,4.509007894042542,4.898966336335099,0.5712695944451796,0.023309122725692757,0.011532996318258677,0.004199161980431342,0.07117382606577508,4.628195467185604,5.680950295752895,4.619636565131293,5.097805450358926,4.12164759531002,5.2602459151447105,0.8474847587658761,0.021789844081075038,-0.3304293737689745,-0.2837910005260453,-0.2961672397896996,0.418136153575015,0.4295246078631047,0.4264946995380192,1.0527548285672914,0.47816888522763357,1.1385983198346903
3,4.9220403641374055,4.426797239387314,4.7142825687298995,0.6107723117168888,0.0440160601669753,0.013553144528381161,0.042076515217924104,0.07174998997730167,4.792228618977413,5.3084162492848606,4.434911642965267,5.072236817916597,4.067720354038377,4.686476412146454,0.8456922405981828,0.02401696390431895,-0.33575605446189943,-0.28320088884983324,-0.30252374248275377,0.41684074910139796,0.42966921083636034,0.42494064957610245,0.5161876303074475,0.6373251749513296,0.6187560581080769
4,4.774995887948807,4.511130282241206,4.619271241255239,0.6764011558288603,0.058977981481063306,0.024551980178479083,0.0593907942171388,0.05551114636714735,4.817886244054133,5.376044582376283,4.2397529650017045,4.886353834052431,3.8664779874201254,5.014388099741183,0.753279407331173,0.019940323500917498,-0.33835194906653276,-0.27321565259420555,-0.3066642252777953,0.41620986380332287,0.43211782797324494,0.42392917176263684,0.5581583383221496,0.6466008690507268,1.1479101123210573
5,4.7514963458952435,4.565903527521678,4.546377253070396,0.6110290453957197,0.06623662091411393,0.028106087833032416,0.03382799810446602,0.058772617266846204,4.792964797138595,5.28588255946311,4.626163595029567,4.842986414293994,3.36219463034536,4.828017252655363,0.8270877568196808,0.019647159074695098,-0.3409027189381606,-0.2733838662020418,-0.3108594973367903,0.41559021252082157,0.4320765501692238,0.4229049591933643,0.4929177623245149,0.2168228192644266,1.4658226223100033
6,4.934379656763992,4.715476781231531,4.873838697878767,0.6088526709482752,0.07885093737068444,0.021849843187534447,0.02993960314006267,0.0646500874927814,4.709148167683941,5.263898640716427,4.60232682090501,4.680330736873305,3.74982288004556,4.942009359915347,0.8565736047693209,0.01959230188424952,-0.33954598189407126,-0.27763184699088883,-0.2981224067955968,0.4159197677045514,0.43103445568552257,0.42601654048197635,0.5547504730324855,0.07800391596829481,1.192186479869787
7,4.994508578826979,4.789625096720854,4.953132759370718,0.6686776791022058,0.07216203132918628,0.02495181976369669,0.016194323158175823,0.06349264524581127,4.928761428911329,5.363815697211891,4.9309035696213055,4.973651396806456,3.6778744219943795,5.129446705709989,0.864323238072233,0.02147260334059028,-0.34201972542171455,-0.27627890032148017,-0.2916701602440957,0.4153189451897734,0.43136628831687235,0.42759503344341204,0.4350542683005614,0.04274782718515091,1.4515722837156093
8,4.8767075328282115,4.88053230094025,4.960675603759252,0.6577482606520099,0.040406042259895414,0.023751884145655044,0.04710722657139265,0.06088751578130336,4.72722494320835,5.500424709506007,4.504663901013168,4.908839834759443,4.241608457862569,4.917250915395436,0.8315417378127643,0.021114437592026844,-0.3404882883951643,-0.27838635125121153,-0.2975439699669726,0.415690870853675,0.43084942786520314,0.42615798963424717,0.7731997662976564,0.40417593374627536,0.6756424575328674
9,4.817059819613655,4.798740721241553,4.463840957271976,0.612711541609127,0.055996465010097904,0.03494045390149347,0.03737727613452045,0.06812819753210116,4.950645878919729,5.274538836624995,4.652706933508257,4.797237973864004,4.006152312378269,4.940016730604024,0.9646624263114575,0.019399627949354886,-0.3346104125483884,-0.28348640467669384,-0.28969747968598575,0.4171192634415916,0.42959924556623086,0.42807793066269534,0.32389295770526605,0.14453104035574693,0.9338644182257552
