,a(1.1),a(1.2),a(2.1),a(2.2),a(3.1),a(3.2),a_std,t(1.1),t(1.2),t(2.1),t(2.2),t(3.1),t(3.2),t_std,v(1.1.0),v(1.1.1),v(1.2.0),v(1.2.1),v(2.1.0),v(2.1.1),v(2.2.0),v(2.2.1),v(3.1.0),v(3.1.1),v(3.2.0),v(3.2.1),v_std,z_std,z_trans(1.1),z_trans(1.2),z_trans(2.1),z_trans(2.2),z_trans(3.1),z_trans(3.2),z(1.1),z(2.1),z(3.1),z(1.2),z(2.2),z(3.2)
0,4.955291447923388,3.008432732612447,4.634616303277037,2.926815192033479,4.833198126302367,3.124755597994774,0.7186932904607539,0.04080732612617581,0.24078624826192616,0.10600403906701941,0.22741401566282488,0.04614200735130648,0.2272673089529198,0.036520466245425716,4.593848224878406,5.61854997780755,6.6694119633952695,5.581527345364312,5.8030401957379985,4.900914878296896,6.485750480983183,5.3095363268831415,4.811386376146169,5.111875346614261,5.6000868460177715,5.260179889696368,1.175688841629058,0.17496566034972885,-0.446977476109581,0.003136314055833981,-0.07060207338072631,-0.08250936975597888,-0.24581293209488347,-0.15816218063867601,0.3900796380377759,0.4823568098107659,0.43885434609420915,0.5007840778712456,0.47938435182829764,0.4605416756377004
1,4.860868545329599,2.876514746571386,4.632140265171332,2.9071931121217096,5.058900674305402,2.992580735995046,0.737246813057455,0.05433480599522825,0.24189324374366974,0.10730606917903986,0.25443722397605695,0.04513916328032331,0.2257276848751007,0.03681467362711931,4.295287673279129,5.383684245283286,6.790104200501841,5.268819125209952,6.344687622034942,4.679567268175099,6.191036342336345,4.810926656350643,4.177168050256244,5.241022110203566,5.245548234867461,4.908114507458746,1.1678510854303379,0.16971725537897422,-0.49153417229121554,0.010117687214152897,-0.09188781781224212,-0.05788010121573572,-0.27389787638969787,-0.08030285704380916,0.3795322225247703,0.4770441953058586,0.4319504234634427,0.5025294002261903,0.48553401301988014,0.4799350670553914
2,4.95954874995288,3.0909244827434974,4.731434151641755,2.911230144230692,5.0346487390508585,2.986482006362734,0.7627735599201575,0.06516703556829279,0.24723739204180853,0.10958377515871327,0.24767829702562644,0.06106842328643097,0.2283025854877239,0.03886196891018767,4.3991217334508965,5.607485451510137,6.687754868246712,5.328570504222273,5.809133494326859,4.783318410447952,5.880562929789925,5.133181151886343,4.4596005540624875,4.922867756038026,4.5250178813302,4.969951802965817,1.1496696737716956,0.16221402342235072,-0.529627230651358,-0.04009231810195363,-0.014471947333931423,-0.025725414547456034,-0.21311890171002074,-0.04317781211632056,0.3706038347606636,0.4963820763102987,0.4469210250985546,0.4899782628452067,0.4935690010271848,0.48920722368766056
3,4.92291830059913,3.0350487469289726,4.727486497917577,2.4777909207968705,4.777740083996165,2.640231369079173,0.7553493108293492,0.05046059035154633,0.24085316231077836,0.11405129606342046,0.2532042544523969,0.05917020350320072,0.23343660001719127,0.03960918538295087,4.236796509419431,5.604621135637465,6.186174776107232,5.398368767752234,6.167109541944371,4.8938726520807085,5.442952990215393,5.264341561193023,4.414505937871146,4.657847382052787,4.796927423208137,4.975228066788078,1.1342407696365653,0.18553044570419158,-0.48308294442672045,-0.1337569427614403,-0.11193087651725828,-0.08918653821730592,-0.256193050051026,-0.064777692925378,0.38152439754718886,0.4720464594886998,0.4362997700210663,0.4666105301659917,0.47771813309517763,0.4838112372451932
4,5.026742070900984,3.0442734547764774,4.458145724223944,2.4772027483064627,4.939149286514985,2.548873448223025,0.7629619292033328,0.04021082620147591,0.2405639173667546,0.1237749301486438,0.2466940784724609,0.0527665971937199,0.23957917140740004,0.039098490840124,4.245239173324295,6.117195284921068,6.75940495190931,5.419161948759155,6.4131284626529155,4.732519460998975,5.633195204376769,5.3748541947741755,4.717494006331609,5.3884148720099105,5.293610440211771,5.426368085033643,1.116298082075999,0.19191586989202408,-0.4974357454532925,-0.10686106882249544,-0.05215763936017244,-0.11914566366018448,-0.24375014887981844,-0.048101659415875894,0.3781434670941985,0.48696354541123704,0.4393623934826583,0.473310126241513,0.4702487706944632,0.4879769032796515
5,4.9900291305238555,3.0116784055879413,4.850483439408821,2.6529557187879083,4.558147364545189,2.774162435745709,0.8318737413684285,0.034379053965810175,0.243345333242998,0.1085178839060337,0.2166652617460914,0.05353571037281475,0.24504809721246243,0.0398914909608896,5.016140099654556,5.667006674215141,6.903114802881561,5.803717724241385,5.933948846809142,4.92216653770372,5.313546614319879,5.310153042705584,4.53374519596102,4.784109255456174,5.468373005490587,4.750172032746166,1.0869614502382132,0.1919237510732744,-0.39649620766614535,-0.03192774195530626,-0.0538608010685563,-0.05316104945836675,-0.21498022312388443,-0.09056968053826801,0.4021544539721882,0.48653805398514394,0.4464609843737796,0.4920187424946476,0.48671286671551817,0.47737304490992527
6,4.982888178792341,3.081798265523042,4.633788491435976,2.516263827568015,5.072586147010085,2.992048331396801,0.7376336812590938,0.03587418799347311,0.24670123045912276,0.10556718043814332,0.2209391167632197,0.07182028513961863,0.24222632586842685,0.03762192909958588,5.146133510965033,5.5065685543701495,7.239025137075345,5.945465145246718,5.688844934375521,5.001163009784394,5.716216395670167,4.731612711598528,4.506944466213407,4.5792312384185605,6.043597434012053,4.956161093627674,1.1795912626618335,0.1847469279586622,-0.48240812081323375,-0.11038365522403398,-0.025472047129384147,-0.06977455964504273,-0.16536957885430073,-0.057492674369010434,0.381683644035985,0.4936323325058509,0.45875156455210675,0.4724320724135798,0.4825634336593372,0.4856307891979406
7,5.1413102856167665,2.841982345168215,4.601949296187876,2.721229669005994,4.911467711895552,2.5585468352972347,0.6888350970165521,0.060156034585749675,0.24392260290250972,0.09907750537322521,0.2765137167720293,0.06476503110548755,0.2402376804675357,0.04236357713398206,4.950218896488907,5.508498265474964,7.415259970266355,5.833096991116224,5.70035903751182,5.145208790565132,5.70354009988766,5.317008343676712,4.903635522700539,4.561814513769555,6.080008066339308,5.285824816213025,1.1520533875551362,0.16263675940940245,-0.36953772045746536,-0.08917198535876063,-0.012005572142810717,-0.03658232024259701,-0.20180459603304807,-0.048855219969173594,0.4086527293234552,0.49699864301395036,0.44971937554878155,0.47772176408576494,0.4908554397378962,0.4877886237869099
8,5.157337826871165,2.823897481104683,4.720697430881356,2.636530602234455,4.889765101160012,2.779328879562924,0.7922571180793454,0.039076084668715816,0.2448447747488301,0.09367394368282904,0.2408793090797565,0.07879646317125547,0.23910972656545496,0.04294599579632847,4.9200734582440395,5.838000675679756,7.198358897119091,5.746337975739279,6.014922202917603,4.645628574737268,5.60690211068384,5.0952264927163595,4.350237196637788,4.711829014052282,6.057078049563633,5.365572739317579,1.1359051907190028,0.16458854656232358,-0.384835957137936,-0.07937093009142016,-0.0754763854082705,-0.036128895753302394,-0.146438183050281,-0.13538736899355966,0.4049610545320905,0.48113985615579846,0.46345573593982486,0.4801676779310358,0.4909687584114311,0.46620476347901085
9,4.848157958834516,2.8782076997726533,4.663567095952804,2.4367873797544846,4.602474361678124,2.6442285284283393,0.6808926391454645,0.06444666681200971,0.24298087555734563,0.09245412762183441,0.25361296573236425,0.08430107355612186,0.2450774374645218,0.03810858216072438,5.235357230121311,5.505076684288646,7.303973283803767,5.731167458409931,5.844520897689205,4.470627606459658,5.841332655398672,5.28927542695049,4.814696023188276,5.282397271975776,5.963436693199665,5.410351215993629,1.1048012869026118,0.1670738634431148,-0.4347643545972576,-0.10180233982073644,-0.047283477457190005,-0.0841598237218122,-0.08484856170313752,-0.11625228141935603,0.3929892234135732,0.4881813324967314,0.47880057642781665,0.474571372509379,0.47897245389634513,0.47096961676766386
