,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a(1),2.7340587471483033,0.22291592663784593,2.3437076102187886,2.569278113113166,2.7234948190803068,2.885741490675254,3.201481819487476,0.017377786725253162
a(2),2.534143926986854,0.22023797527340683,2.1306803641734353,2.3845197208950117,2.5172083388357507,2.6643908874136257,3.00886306719388,0.01598588249128859
a(3),2.9389525563396646,0.3279387724089697,2.3377615143355563,2.7043658987384065,2.9236203053013856,3.1490063374463313,3.6569075745792397,0.027664342126443215
a_std,0.7396573467960489,0.11281845983094546,0.5492180650909645,0.6599169240356888,0.7269394043298072,0.8156125262839976,0.9873059124912084,0.008853452735173278
a_subj(1).302,2.435423597465207,0.23483028709520706,1.9378953317053629,2.2912102855398224,2.4464609061260703,2.5711475606405463,2.9265026227345032,0.02195845706964443
a_subj(1).303,2.6800090216071872,0.21501125077188557,2.2891193912427705,2.5290105002554846,2.6641063255040307,2.8134107587627217,3.1597363221598664,0.020177021188190605
a_subj(1).304,3.133389449898538,0.3766712172900437,2.4075915989223846,2.8813362377343656,3.117891855225463,3.3675644873531394,3.9337489462365767,0.03562739063620678
a_subj(1).305,3.2051982447770597,0.4835723087718493,2.2564418357651506,2.8927787473428084,3.2120633477748943,3.549528398971917,4.1149340695036125,0.04681002958728754
a_subj(1).307,2.1485420414837435,0.3546441603524912,1.5385304169045988,1.8983920698190921,2.1301683506947784,2.369786003688416,2.874582177602936,0.03433559633574986
a_subj(1).308,2.822195211031259,0.5013132908623473,2.0309609862624436,2.444373931356483,2.814502448974139,3.116922034143791,3.928182718835931,0.04796457181063445
a_subj(1).309,1.4702883038959684,0.19993032698044647,1.017891845282571,1.3551042275325957,1.4613873584113046,1.5857083118008992,1.9143796939563384,0.018910947578824933
a_subj(1).310,2.920206638550166,0.4888759388761713,1.9904679686586138,2.5999984773514084,2.884991133492564,3.2370532806452754,3.9664373296109137,0.03975353935930947
a_subj(1).311,3.3748297154842115,0.6708294810166823,2.362878029098432,2.834010409521187,3.229521701103248,3.914038116245406,4.621629446667528,0.06649646835343356
a_subj(1).312,2.789488333540433,0.4070922967232367,2.2244994823376234,2.4680426805423306,2.742749512045156,3.019605065346742,3.742520004788908,0.04010324193495115
a_subj(1).313,3.0211319671163017,0.5202974852342115,2.17916737174497,2.6074194196812277,2.9859598624666552,3.3370421391209293,4.123539949156676,0.05008209416647702
a_subj(1).314,3.9485163467649573,0.45099156594293377,3.0286091362310046,3.644248843199667,3.958740610231491,4.291544254612233,4.758286781255968,0.04431469793137517
a_subj(1).315,3.4553313578265734,0.351056850782343,2.8739752678993784,3.1953679990246906,3.3891552825729137,3.699250004774853,4.236299297962597,0.034167663410740436
a_subj(1).317,1.2964046598892431,0.1956043560507436,0.9985742313573599,1.150431164455851,1.2649316209095216,1.4144342116716966,1.7494277908205207,0.018203607183764094
a_subj(1).319,2.068696209822919,0.41117054309386863,1.4113010451182602,1.768542244950532,2.0228238929571374,2.3321999460979286,3.076991619205752,0.03968869911424272
a_subj(1).320,2.207395396769857,0.2672647129685891,1.743156978668054,2.010635360753926,2.21224096750708,2.386913145651009,2.775613264767422,0.02502902217319531
a_subj(1).322,2.7791240286863297,0.42243077548215113,2.0320266543201364,2.5066318060002937,2.7208836619702415,3.022552464500457,3.6882936832910183,0.03754464544907817
a_subj(1).323,2.2777271437753863,0.4147450095453838,1.7170088396884156,1.9790196372851592,2.170237792302643,2.51776224485695,3.3256698391352293,0.03989111454538527
a_subj(1).324,3.591599978533373,0.4517300954286749,2.8565498510493326,3.249276953658927,3.532381682542466,3.880282470753078,4.599569174691146,0.044445270890914636
a_subj(1).325,2.6978039561860134,0.3633380743697542,2.007648803405958,2.4553748407001947,2.6735478249124784,2.9578459198249085,3.390170419668045,0.03519706071891524
a_subj(1).328,2.2884975601416127,0.24720117827989002,1.8585835214250568,2.1222023255972284,2.2610935806918944,2.4374998296695933,2.859522279330304,0.022136297721238766
a_subj(1).329,3.064017222593134,0.35490677720446084,2.44320873760283,2.771447142499678,3.0509508839429715,3.3510575931612268,3.6936032372951053,0.03437517438455019
a_subj(1).332,3.335176846091692,0.3758564419509548,2.4978747196609996,3.083589815196023,3.3538142410159675,3.623980952786588,3.9887816850656583,0.03596326771905697
a_subj(1).334,2.4951945997326614,0.38710048220839266,1.8172686505335334,2.198424131340386,2.477478176578894,2.7625796972632615,3.2987666020478543,0.03732855318365734
a_subj(1).336,2.869138041172664,0.4809654098437744,2.07704997051176,2.5376206572121838,2.8263306646038906,3.1295862342372525,3.946378641070166,0.04117028451392306
a_subj(1).338,2.903304204248223,0.3574914721569098,2.1951064096335378,2.6553676274338835,2.9032049643340962,3.128933081359191,3.641855124507738,0.03321884433334825
a_subj(2).302,1.9782473083085843,0.36290050677895225,1.4297884432132204,1.723801019560037,1.9256656766759699,2.178125783866432,2.7973735930794863,0.03429383905430513
a_subj(2).303,2.719490155059252,0.4934388157867728,1.8355815571161351,2.3967883957644345,2.711537908064795,3.0025069946528866,3.7784182375260187,0.04396520983358357
a_subj(2).304,3.0548329708975133,0.4185041607833038,2.2272614646047346,2.769909603749045,3.0598636770876397,3.3195776996866337,3.996818148187892,0.0377592152463861
a_subj(2).305,2.2026521129035745,0.4152168975724404,1.577206532472328,1.8956139226761877,2.1374093109091525,2.455437448644013,3.196101573105071,0.03832445015380622
a_subj(2).307,2.1224265025732723,0.3859265638771564,1.4389023607874962,1.83500689302737,2.083434244460668,2.4320363999240757,2.8576400338321735,0.038005131263482136
a_subj(2).308,1.6563054857844564,0.11412209417836797,1.454024954627418,1.5717531475553268,1.6425817744913254,1.7274912375339686,1.8940294024790703,0.00843108401276225
a_subj(2).309,1.5981491863920756,0.20457242310131601,1.2285954639088044,1.4534833256917286,1.583395920051336,1.7421470744830352,1.997167556090954,0.01913659914334559
a_subj(2).310,3.0208314634417883,0.26801036021539304,2.532968220673891,2.8279855784604013,3.010612064673363,3.2087780201343876,3.589175875811469,0.024182908222470996
a_subj(2).311,3.354057814927039,0.6614510718964078,2.3016513198737734,2.8431409305093633,3.260270804918143,3.7880164839532453,4.7910001089867835,0.06415124449041018
a_subj(2).312,2.624527129769502,0.5561341646763697,1.6540454852109383,2.215800604255758,2.6139919396079705,2.959682952220592,3.9597425366358556,0.05077801297174127
a_subj(2).313,3.2152149761749844,0.4076835938266394,2.4726448306736737,2.923617327946307,3.1879612467389813,3.495351156235113,4.062867229328743,0.03954188283302873
a_subj(2).315,3.1614913828753712,0.42007959509836074,2.448505312528378,2.846555679798758,3.1347295567227107,3.4432727120408377,4.020336450688496,0.03907175343367018
a_subj(2).317,1.632350317421814,0.2539761154517342,1.1670371473930479,1.461491270346708,1.617840552298208,1.810443430637195,2.1394369295672835,0.024432695023270456
a_subj(2).319,1.9452725966985405,0.20924992154831706,1.5982913707158715,1.8033846997960516,1.9072763557399453,2.06233342006463,2.476208506375797,0.01972258798143916
a_subj(2).320,2.7383164649546083,0.37112569844944815,2.068960115430495,2.4658853799046505,2.7244870829073555,2.9812481968399167,3.521304281210731,0.03542565238730676
a_subj(2).322,2.5024164299576714,0.1823343043284471,2.193965680186212,2.3804129730521075,2.485543756794008,2.614399134966323,2.9220224912902135,0.016211188052957994
a_subj(2).323,2.189600061549686,0.3440858108114024,1.6374845688973503,1.932705503980377,2.152282318682678,2.4199348822537354,2.965440206632614,0.03263140482873445
a_subj(2).324,3.512899937142507,0.47807080789542944,2.6627530032607813,3.1429026078395315,3.521575369117666,3.884118762868607,4.389669296043512,0.04529684932310808
a_subj(2).325,2.600276050618365,0.45194556409842157,1.9033346161123461,2.247179873155393,2.5553027971030424,2.8889617311240308,3.5547804144238784,0.04397721382400797
a_subj(2).328,1.9100434123307852,0.19345438218268537,1.5796600226448378,1.77174742155733,1.9003503067614327,2.021520524729969,2.345015243899823,0.01639503957191346
a_subj(2).329,3.3447739426650345,0.2923052553024029,2.841568137230242,3.1309959781325136,3.336392268378491,3.542630441849299,3.955759504511763,0.026773992897370213
a_subj(2).332,2.564157318095883,0.36471932936370316,1.878198056109588,2.32028493277478,2.54547234005013,2.7709085019729622,3.3804136731242562,0.034627427689667103
a_subj(2).334,1.509778428602376,0.1192846860201047,1.2958513322662788,1.4303109606673403,1.5042990302833463,1.5847951266061344,1.7524696446459627,0.0087693165691893
a_subj(2).336,2.9177197745837242,0.3145803033450717,2.2798041202702723,2.7018740335358986,2.93102347777187,3.1309537084039283,3.548994803334763,0.030160185813599593
a_subj(2).338,3.237421736990891,0.3463786328564278,2.6502777852852195,2.984347074837261,3.224532689914598,3.4455653415216627,3.98691002065381,0.033694737896321256
a_subj(3).304,3.650776159244718,0.5584781571032411,2.9132821747747517,3.2444957672024923,3.524492279938671,3.9184174587009455,5.014092655319208,0.0545704955924758
a_subj(3).305,2.6626152746005887,0.4145318768891115,1.9600610424550615,2.346425937347828,2.639443632274591,2.97236689528157,3.4417776048737734,0.03979401863687291
a_subj(3).308,1.9614125294012252,0.261172125423472,1.567822838954483,1.7667872804529534,1.9215986115242483,2.101112675967249,2.546716061045462,0.021934573322287657
a_subj(3).309,2.856367357240665,0.6322808677704395,1.7947455412041549,2.4060942711360367,2.7831597507378936,3.278322980959469,4.331572646205582,0.054093104264952195
a_subj(3).310,3.5125242114188295,0.4700429125888378,2.7480839715886898,3.174246315453341,3.4488641732965255,3.796254498189693,4.531174995467623,0.04425113113721133
a_subj(3).311,3.487432734524958,0.5232707250830092,2.498116543152151,3.117106007721675,3.509469630981057,3.8248522873527486,4.611255128799558,0.05000022367731464
a_subj(3).313,3.5992783273241877,0.5644221220121948,2.594528874936887,3.2647673806202304,3.49016732782187,3.8704238079417705,5.072598693397768,0.05399852703631887
a_subj(3).317,2.174878211494268,0.503063352440753,1.3267610410521489,1.8049730836707627,2.1362629411409073,2.4794167639896827,3.328184097217254,0.04572092712337243
a_subj(3).319,3.0010493406946837,0.642124454871882,1.7918151560456237,2.565454830219238,2.998074246432307,3.4003096730495503,4.393712485951764,0.056132237520945295
a_subj(3).320,2.839291546646707,0.49222770347067324,1.897161578657099,2.4696921695072693,2.798186190199327,3.2216869333505898,3.810514434612058,0.04724600667765587
a_subj(3).323,2.416601099179916,0.36072981854299546,1.7821613125298468,2.1503137134969705,2.391508726632668,2.6550013569226865,3.1714723354808734,0.03386727422388502
a_subj(3).324,3.778054831856938,0.6343155219364688,2.6865531700636422,3.29213947048666,3.731325300284955,4.215066067606274,5.106127281359818,0.05043155922407509
a_subj(3).325,3.329235104806033,0.7144949562717724,2.019820437495162,2.812471833686235,3.319248149751438,3.802088095686552,4.834493837774188,0.06561545787527603
a_subj(3).328,2.580814311030432,0.436328226920579,1.7917843399956421,2.279817293113538,2.5780951181065306,2.8798817359632616,3.4691579214920436,0.03598607693412267
a_subj(3).332,3.3761618476112134,0.44191202808349167,2.6254637952086237,3.0248651283230443,3.354899065640631,3.674997476419647,4.229010111223545,0.04068463753620833
a_subj(3).334,1.6511759172071374,0.1655758118948099,1.336364858846381,1.5379532294678844,1.6418357407414337,1.7577622493339502,1.9974827085355664,0.012083752963949954
a_subj(3).338,2.8348590467123813,0.49836015489605334,1.9719190977757781,2.4955892693538764,2.7932848729071633,3.1531819047999443,3.9702157909496076,0.038798894976150536
v(1.0),6.343017292557705,0.8623023724962733,5.037871206808722,5.667521009776687,6.1706535034423,6.965103957354915,8.192151634970806,0.07867978744820021
v(1.1),5.571081811679936,0.31624109626959473,4.985290626000962,5.35422229378208,5.568722098268117,5.7889685273381355,6.1769390869570335,0.015017932466163614
v(2.0),5.489586114167933,0.5077508829844988,4.454160932733465,5.14611521544397,5.510105608519538,5.8463096888303046,6.454928627449319,0.03788195931392928
v(2.1),5.157458755688713,0.32748925554574404,4.529240662951812,4.942425930964296,5.146637196957468,5.377139553652662,5.801870509934647,0.01573107759307596
v(3.0),5.44871631665286,0.9575356362618894,3.9375188264138985,4.837808136503609,5.28005581341334,5.932655239691341,7.73888142297362,0.08450085360744333
v(3.1),5.152091995567949,0.4062586992274261,4.4064834002885895,4.884496447111289,5.126174112543432,5.429903046348283,5.972352530791576,0.020705875001109365
v_std,1.4648937731373608,0.16556207750088334,1.1934799058313688,1.3466746785517754,1.4510270955682132,1.5661282876225955,1.8420282506990036,0.013137556726004885
v_subj(1.0).302,6.472096627639826,1.1205967719026877,4.384058805765384,5.675968259003119,6.45533130893285,7.262834581184494,8.657121408622473,0.08421700609338231
v_subj(1.0).303,3.0072115042337937,0.41227438069597455,2.1818985621842684,2.7368244390499163,3.013639266625931,3.2787783960076986,3.7812438963472936,0.02795207762117577
v_subj(1.0).304,5.632669184848468,2.1518863335541405,2.357433777409893,3.8474046642434248,5.399851640109262,7.246131230028331,10.191932188736814,0.13704603246217079
v_subj(1.0).305,5.480112805503537,1.2421336019358342,2.8330622858761716,4.630958549599431,5.506308129566383,6.313262693550094,7.843504239339933,0.08354905303939981
v_subj(1.0).307,7.831713794481171,1.7408979924385497,4.664790823008616,6.617690189060229,7.802289047517836,8.88371828234109,11.59839665530017,0.12456481150225329
v_subj(1.0).308,5.2132350804333685,1.3063264680259519,2.7655519955015317,4.29428456933984,5.1823304328761735,6.083630828267278,7.839169747664741,0.08254614635997558
v_subj(1.0).309,7.1988428098025725,1.5408193507486154,4.4910285339881515,6.127165857634937,7.058988471232035,8.112473534396273,10.712205441900704,0.10418718646902977
v_subj(1.0).310,6.39201321916156,1.6989416257153396,3.1934067824500514,5.199865950240387,6.34677119068374,7.518355601585942,9.906583733821801,0.09694217654103623
v_subj(1.0).311,7.422251103809713,1.642319148899294,4.549981398959161,6.329622321079879,7.264067848106294,8.424072505255234,11.111355519941618,0.10724354127204475
v_subj(1.0).312,6.740627109129915,1.837472603181083,3.5970063883029653,5.380173050652039,6.6468767842263095,7.948492544804838,10.642516957946938,0.1467093042587359
v_subj(1.0).313,6.499815117408871,1.4342614250549288,3.9151750842713997,5.495090090928542,6.417982781913324,7.516624941655539,9.26680476897108,0.11731519450459535
v_subj(1.0).314,6.746821324100026,1.4198606588284997,4.096528344334384,5.7197237601035384,6.69837973124684,7.6964266401338755,9.723649509350821,0.11420688020089709
v_subj(1.0).315,6.315504846065616,1.0527789671144618,4.46703392611775,5.587278037833625,6.248664554458289,6.977938783054899,8.677544452381083,0.07690485443067777
v_subj(1.0).317,6.937114142607307,1.407098989569465,4.485581023874033,5.945770150361398,6.854578774182601,7.879353185016309,9.75584584317193,0.08683649592257728
v_subj(1.0).319,7.3235537468937535,1.5611712440345957,4.506954652006048,6.2505828486552,7.228626543589054,8.324712400501777,10.626604320956858,0.10171152439990423
v_subj(1.0).320,7.022393783589633,1.5402662997430125,4.369895776655438,5.894580962494762,6.868040887204968,8.039084583762225,10.522302120582653,0.11192576601967823
v_subj(1.0).322,5.434279435710443,1.125224406252708,3.2084771202880558,4.6960563469810985,5.384220091330069,6.146385934378864,7.665996818789996,0.07446926484458119
v_subj(1.0).323,6.7721423629455275,1.8370403120755467,3.8774279463016534,5.2693197123507005,6.646615204070518,8.099515790752651,10.50514365962345,0.14570264314317308
v_subj(1.0).324,6.255616470074847,0.8974826858610481,4.54111573188658,5.619385309073756,6.285471475528992,6.846278588979198,7.955086835188748,0.07177340558449555
v_subj(1.0).325,5.129566054573088,1.1069027322962677,3.019589929156078,4.291481392275482,5.140828098533806,5.9141309864434914,7.251958762792588,0.0795471928604145
v_subj(1.0).328,6.385962971417564,1.1248664802502872,4.380924887584274,5.5892247492240115,6.321468527709011,7.126106560819977,8.812946231351695,0.07327143597157351
v_subj(1.0).329,5.684449457514844,1.3247243352669775,3.506045513191638,4.729438940933686,5.508169825138406,6.582113313504763,8.70960690432954,0.11138333903067295
v_subj(1.0).332,6.646058713245286,1.1631307324822417,4.521826996847481,5.863106305948737,6.568948729044389,7.335119459351554,9.206483062830891,0.09039242542950555
v_subj(1.0).334,7.022508607131281,1.5290903394674251,4.334913769691787,5.9859053173068375,6.926644896426215,7.975344360921709,10.37363578102631,0.11090323444669496
v_subj(1.0).336,6.808451201509363,1.5658231984591917,3.9371003088785144,5.694144036103685,6.714476575654912,7.869912153400616,10.13745608002715,0.09787224600060097
v_subj(1.0).338,7.127788077291856,1.4727016160365536,4.314006232162514,6.121742730841051,7.072160093958557,8.08261529932729,10.279850256499643,0.11635529712338351
v_subj(1.1).302,4.200508766434206,0.23537041438897102,3.7435388905316485,4.034195104698091,4.207499380986765,4.355623606694056,4.65956914657137,0.019552273141583885
v_subj(1.1).303,4.793099771145198,0.2414380761301821,4.3398590749340045,4.626915688705056,4.7932412765173185,4.955076120454795,5.302402176803497,0.020735794860052774
v_subj(1.1).304,5.244861929698278,0.32291218607135524,4.570559662559202,5.033469031181287,5.2661953122674126,5.46769068798617,5.859761093141753,0.026703698876416514
v_subj(1.1).305,5.417028125157531,0.3813649843933969,4.6818790531158365,5.1387176470049685,5.4211102531868285,5.690935575744359,6.123302025119658,0.03336686759815964
v_subj(1.1).307,7.402353691966788,0.5606695431377068,6.243634983590836,7.061914956744144,7.4389875913043175,7.810373217275531,8.400744728162193,0.049618594036408274
v_subj(1.1).308,6.1252223685279805,0.5783409237571072,4.958258388282567,5.759787775505939,6.113134922912747,6.492418119499965,7.311007642371292,0.0469703216704009
v_subj(1.1).309,5.8214700918672895,0.4524084674228084,4.784062565352867,5.556433978702842,5.843286491798152,6.110510761414058,6.647297968786385,0.03823516921860941
v_subj(1.1).310,3.774718833745019,0.4765994199031008,2.8718479039421756,3.4626519268631104,3.795993351718674,4.097729147210881,4.683127246735982,0.03108279851595851
v_subj(1.1).311,7.11664121308707,0.5675647991596198,6.189648356456782,6.6786808769784525,7.07290934698171,7.438861371623572,8.304402276778392,0.05423107278888077
v_subj(1.1).312,6.300110946848203,0.34868842475311507,5.594667049178615,6.061002899267611,6.321923984133498,6.546812975823587,6.952796589031509,0.03198497401261367
v_subj(1.1).313,6.76546351567193,0.5331513420672178,5.7859529662796225,6.394487155688826,6.729423133262885,7.093266062941563,7.949400855075408,0.04524356350639607
v_subj(1.1).314,5.773559893169243,0.24438032168121737,5.30975238507238,5.605348766383865,5.776031405252766,5.946481151451271,6.283352983463466,0.021484852784998853
v_subj(1.1).315,5.864522533650855,0.23665994799720994,5.368251719527272,5.7051103435275445,5.883842721746124,6.024573703579655,6.332668818831197,0.019953922675369985
v_subj(1.1).317,4.4591264026451025,0.47523277900483274,3.5470773153156676,4.145114375774102,4.442858099262774,4.777292709201132,5.416716059583951,0.039485926196473196
v_subj(1.1).319,4.440857813346418,0.46493614165412855,3.553173710040361,4.1419244630359175,4.44529432509526,4.763399000266784,5.303233641565083,0.040822149316906545
v_subj(1.1).320,4.978616076316631,0.39837465871383493,4.197013990920082,4.714105772998422,4.95871818766968,5.270259511631741,5.766449791585115,0.03451042818026197
