,a(1.1),a(1.2),a(2.1),a(2.2),a(3.1),a(3.2),a_std,t(1.1),t(1.2),t(2.1),t(2.2),t(3.1),t(3.2),t_std,v(1.1.0),v(1.1.1),v(1.2.0),v(1.2.1),v(2.1.0),v(2.1.1),v(2.2.0),v(2.2.1),v(3.1.0),v(3.1.1),v(3.2.0),v(3.2.1),v_std,z_std,z_trans(1.1),z_trans(1.2),z_trans(2.1),z_trans(2.2),z_trans(3.1),z_trans(3.2),z(1.1),z(2.1),z(3.1),z(1.2),z(2.2),z(3.2),v_bias(1.1),v_bias(2.1),v_bias(3.1),v_bias(1.2),v_bias(2.2),v_bias(3.2)
20,5.310286840286393,2.4262530765744477,4.313246730951485,2.520002484720728,5.233570928319454,2.7996199153340315,0.5491777084605064,0.0779244093007359,0.24984897999494637,0.10953876365052555,0.24626657270162053,0.03480005678058864,0.2307654195395371,0.03953870155289281,5.623104996446087,5.53446534527641,5.455546004572264,5.64267026962006,4.96461352427351,4.771181913527423,5.534006228514684,5.020935616122701,5.4006618138582265,5.158786514010193,4.17730353829004,5.491362408030963,1.1633811596157677,0.16780043966671687,-0.15572604081180247,-0.3358398720100621,-0.14350153503133076,-0.10762378609898834,-0.16861980082389397,-0.11820142227001539,0.4611469755094022,0.46418605395152074,0.45794464798690093,0.4168203744933706,0.4731199941232585,0.47048400185100997,-0.08863965116967698,-0.19343161074608695,-0.2418752998480338,0.187124265047796,-0.5130706123919833,1.314058869740923
21,5.564744897865937,2.3371495608104325,4.387905932099219,2.4949075990861838,5.1750651986099125,2.8832047224352686,0.6088263195036012,0.05324738587248593,0.25504242230211016,0.11918548365177277,0.269622970488013,0.028340495737097595,0.22779396070886457,0.030275205521020532,5.8727198968909,5.751123293131534,5.21537035869208,5.44173264325513,5.2082816357433686,4.544453999249601,5.425729315757588,4.762484982983187,4.639140624395475,5.065406562040282,4.105886216882318,5.523725472141069,1.2388083708106714,0.1667380188020089,-0.19470355352524102,-0.23701992884705692,-0.1535881484079595,-0.14108885726642273,-0.18104835368927952,-0.13093566926575412,0.4514773040100199,0.4616782652672985,0.45486114296384517,0.441020872587249,0.46478618036311736,0.46731276890994183,-0.12159660375936632,-0.6638276364937674,0.426265937644807,0.2263622845630504,-0.6632443327744006,1.4178392552587509
22,5.4195775219713,2.388111141843346,4.193620320767226,2.3099967647270354,5.280013942071567,2.8515153798042605,0.6022936439596103,0.06673692813277297,0.2546451356130421,0.11605859494581765,0.2540641733234789,0.033248830720145006,0.21915603269541548,0.03463513073204307,5.90263937943474,5.632798496236804,5.413255185926029,5.647366710177571,4.939551686983917,4.338076231045708,5.355184170994013,5.028279369893627,4.825716516501966,5.276450970360455,4.514737762318732,4.90922711258216,1.2274553608391734,0.16023961942045611,-0.1726309207225683,-0.32695582331492706,-0.20277470697268724,-0.11088569269948546,-0.21959010826101935,-0.17458985038675232,0.4569491315574774,0.4494793121198915,0.4453220101108083,0.41898150206424634,0.4723069463228847,0.45646307092384036,-0.2698408831979364,-0.6014754559382087,0.4507344538584883,0.23411152425154214,-0.3269048011003859,0.39448935026342813
23,5.406501360112977,2.388928730677558,4.163582472176181,2.6198244418780927,5.183597953464836,2.7712720673827698,0.6138105793142725,0.05825265856641375,0.2548449144015676,0.11349424781902696,0.25082994081348703,0.036871294165933974,0.22990828257912355,0.030164176541066647,5.391685621574217,5.095243825700701,5.331430374986607,5.255898630002231,4.940637394753557,4.596499880081382,5.434187927535879,5.252380069259516,4.717158656497835,5.361868627677897,4.4240368471038725,5.618011907308924,1.1959859239959656,0.15852778470187534,-0.23320153107412644,-0.21987812228946874,-0.16724841634705012,-0.15402936416864313,-0.19146802541743244,-0.2563823444717927,0.4419624004842968,0.45828508818455815,0.45227869325748604,0.4452508687950464,0.4615686111327225,0.43625321508100207,-0.29644179587351616,-0.344137514672175,0.6447099711800615,-0.0755317449843762,-0.18180785827636292,1.1939750602050516
24,5.546551305361606,2.361618079248169,4.31838257680303,2.1629767206974275,5.4804158907466825,2.8293278256096888,0.6514894310028103,0.04816208961309147,0.27147129144715076,0.11240457389634265,0.25746662857661784,0.038667648814893804,0.2244246967131955,0.03585865748829007,5.661690275305704,5.054440559762305,5.091681128055057,5.503542136545171,5.205782747584816,4.9785910390236445,4.666831920057419,4.598996526169845,4.726306333519668,4.959784007980573,4.201057619436515,5.567337767832371,1.1093549752953582,0.19817785529286758,-0.1781650474337221,-0.2227521988274372,-0.1611144496732422,-0.08475325826435715,-0.16542156157671123,-0.24137395849982246,0.45557618731094984,0.45980829090779757,0.4587386573443243,0.44454107678782023,0.47882435950469626,0.4399477880893478,-0.6072497155433982,-0.22719170856117188,0.23347767446090462,0.4118610084901144,-0.06783539388757376,1.3662801483958562
25,5.446706187043046,2.293856102070259,4.3348707701476945,2.4921532293081845,5.277244801130177,3.077372722231007,0.6575023658105273,0.0661362632978552,0.2634558964681697,0.10066703577844983,0.262096735978522,0.036440434522276896,0.22326332290707074,0.03371974913973326,5.449390608743722,5.452064118481529,5.5638898018377185,5.3488076788604575,4.717849946274544,4.565589696193729,4.73907366717484,4.873273478677577,4.973376010155029,5.10739195198135,4.683928877206959,5.143529953611706,1.1814618520412257,0.2021700691260984,-0.15760424809647605,-0.19004343377164623,-0.07793235840657789,-0.1602038299224661,-0.23570222576639938,-0.35563967772535743,0.46068029314303577,0.48052676521470555,0.4413457398785699,0.452631620846966,0.4600344831173566,0.41201548529017673,0.0026735097378063344,-0.15226025008081567,0.1340159418263216,-0.21508212297726104,0.13419981150273674,0.4596010764047467
26,5.459697107590064,2.427123402624192,4.412412705612311,2.412175357326093,5.3132364597661415,2.5927328390938853,0.6299187933324901,0.054255335792608265,0.2611658971568143,0.10727062297719075,0.24593218585035687,0.032492401189046026,0.22011031851275606,0.037835081133871434,5.157045086447578,5.670409329177836,5.193316623127189,5.6403550473683275,5.310127305546742,4.706012768638078,5.2069800059302525,5.069102183068588,4.661363909768178,4.980125487450415,4.51663312603604,5.182822086434617,1.1806143353677228,0.20653587765672543,-0.20079131699943248,-0.256654584148086,-0.12374433024783031,-0.12293457881206735,-0.2289806001958248,-0.34573602960417904,0.44997014634960875,0.46910333322404013,0.4430036691130798,0.43618626261172744,0.46930500312548995,0.414416803262224,0.5133642427302583,-0.6041145369086642,0.31876157768223745,0.44703842424113827,-0.1378778228616646,0.6661889603985767
27,5.390904185225825,2.3789716680387114,4.452787437091051,2.2583701651653176,4.969372407131581,2.6490100925087146,0.5826253091317637,0.05103140468861257,0.2802254100448672,0.10899966783592346,0.24998805953531608,0.013448651697637039,0.21167928473536993,0.040266000386013745,5.423038056978606,5.254923820202046,5.905765907241987,5.333821075037546,5.707805451411931,5.078771015481973,4.984620119369659,5.064482952805483,4.491036471120049,4.966420085001606,4.55397954173672,5.21338124879573,1.199352602010484,0.19523890087963927,-0.23877580525511813,-0.15559286066056718,-0.08362697139308267,-0.10702737132646031,-0.2167893548919346,-0.2742842651529326,0.4405880563007938,0.47910543286059654,0.4460139305976298,0.46118006967530845,0.47326866926511035,0.43185561803437067,-0.16811423677656023,-0.6290344359299587,0.47538361388155703,-0.5719448322044407,0.07986283343582468,0.6594017070590095
28,5.362246719500639,2.372987796793769,4.333207865632682,2.472229774547698,5.211244984011878,2.906942059800247,0.6456032927755829,0.06271117618921716,0.2659867295770977,0.10531820316905464,0.2476104013589093,0.026381564806304908,0.21783852384692665,0.0280899859731258,5.461427483396255,5.211677073195917,5.531486692786768,5.749352028874231,5.712925330636208,4.767606733163226,5.414720837561559,4.746536557927579,3.9429412632197245,5.293021765530652,4.783790375661324,5.166554137651208,1.1597046496411192,0.1971079173846077,-0.23140439084820572,-0.22106952082482823,-0.09061319701496312,-0.15150212949483077,-0.27527887580324484,-0.30249776824082864,0.44240567823553056,0.4773621880809697,0.4316116005612155,0.4449566095681959,0.4621967478207504,0.42494699681251835,-0.24975041020033828,-0.9453185974729825,1.3500805023109272,0.2178653360874634,-0.6681842796339801,0.38276376198988427
29,5.345790356083144,2.3827116841597187,4.368710497031971,2.4589189023064932,4.93632911983679,2.8989998232584977,0.6396461997881374,0.07070939967470646,0.27272946030850587,0.10602530663634849,0.2530821299128006,0.0391376683367799,0.22887549944681293,0.030832680834863294,5.349012229218938,4.960150822452838,5.458691900560262,5.3922137062150926,5.519988645504404,4.69447165569601,5.032502139199067,4.760976354876177,4.62762528897827,4.813377463810465,5.092039306459117,5.285429478402608,1.271917210092539,0.19102409690506447,-0.23735430251744433,-0.13810233848739506,-0.12214214266234037,-0.13339900987495826,-0.2750083503602574,-0.28351996434165766,0.4409384439273428,0.46950237033358244,0.431677967909166,0.4655291843225282,0.4666996154074605,0.42959102200005383,-0.38886140676610026,-0.8255169898083938,0.18575217483219486,-0.06647819434516933,-0.27152578432289065,0.1933901719434905
30,5.1525275049345876,2.453508096474671,4.618055988449004,2.482028723500334,4.707221178283833,2.690761332568048,0.6946762444774586,0.05956914221357739,0.2743645709719611,0.11297462009274599,0.24952210399039046,0.029830540437476315,0.21411741255106947,0.03083079912000928,5.92380410361977,5.561048575812539,5.327991158768706,5.720118410171359,5.914845277985457,4.897838665941069,5.003183745513629,4.3883199581868375,4.96217294346804,4.722020481972855,4.207228403820903,5.5113726026550856,1.2717989248186556,0.2014621242141151,-0.1958706211736097,-0.19250685259677988,-0.0593941602171139,-0.11935460420046977,-0.33209773181943597,-0.2541199807062643,0.45118830130153204,0.48515582346424735,0.4177303004046175,0.4520213649877818,0.4701967208238555,0.43680969257896696,-0.36275552780723075,-1.017006612044388,-0.24015246149518532,0.3921272514026537,-0.6148637873267919,1.3041441988341829
