,a(1),a(2),a(3),a_std,t(1),t(2),t(3),t_std,v(1.0),v(1.1),v(2.0),v(2.1),v(3.0),v(3.1),v_std,z_std,z_trans(1),z_trans(2),z_trans(3),z(1),z(2),z(3),v_bias(1),v_bias(2),v_bias(3)
0,2.2782561585705974,2.1957100857518923,2.0826234890702633,0.31269651667992027,0.20296351421565362,0.19882052869141764,0.22316981535750663,0.0406171846511676,-1.7743881816506946,4.285300317002849,-1.0470689202852415,4.407164366400322,-1.028890089777718,4.0030400872574265,0.6995876574441282,0.26035939884963655,-1.1934014988249604,-1.0195829404709298,-1.0228540200669476,0.23265113246975125,0.2651086466346821,0.2644718449641407,2.5109121353521546,3.360095446115081,2.9741499974797083
1,2.298836907798535,2.166009431721449,2.102562826566098,0.3175143626493113,0.2265553862381144,0.19700576024830668,0.21772432792813534,0.048328655409671205,-2.0191167475404965,4.436608173677285,-1.180413014973849,4.197905930161045,-1.4432980211423672,4.142846090836046,0.7050643054705827,0.25031262645362634,-1.1777564364503055,-1.2308271861629212,-0.9113369413663795,0.2354558346976053,0.22603668159813176,0.2867263356171182,2.417491426136788,3.0174929151871956,2.6995480696936784
2,2.178823883631641,2.1294438103310567,2.041510655923918,0.29858242057815915,0.22133509672086724,0.20798233538488098,0.2366017532081657,0.03988198304336561,-1.6190656071147986,4.243407720634624,-1.3137999978065975,4.0881010271100395,-1.07999294996007,4.2779603609436565,0.8038582387523371,0.27617917732951536,-1.1300863812699937,-1.1806957840892334,-1.0683928538204375,0.24414515990011426,0.234927115468558,0.25570883906365743,2.624342113519826,2.774301029303442,3.1979674109835865
3,2.168673616258571,2.2077755931289835,2.185549140538207,0.2931361035292023,0.2304932206892938,0.208993671906131,0.23588948306440155,0.04151232710471585,-1.6673778274563593,4.778701175484016,-1.0418671617394286,4.171047262707427,-1.442367816239956,4.223722089096199,0.7407955722044497,0.28753174793374475,-1.2181505803216914,-1.1855797382687816,-1.1751674080536654,0.22826207783345898,0.23405042799875614,0.23592222140270538,3.111323348027656,3.1291801009679983,2.7813542728562433
4,2.1833015628067383,2.0741840870843715,2.211988269331053,0.33335695050034253,0.23634699266977108,0.2222508128284273,0.22927316858540245,0.048879476042552154,-1.6465852452845768,4.4633611725346505,-1.1196338239340742,4.215148948880431,-0.9545506006411115,4.1931087013787245,0.7289595484508193,0.24761029061187506,-1.3237133427854237,-1.2016110324892884,-1.0682303708610816,0.210201153418836,0.23118874676681883,0.2557397643450665,2.816775927250074,3.095515124946357,3.238558100737613
5,2.173358790897415,2.0178263963145415,2.037534034801478,0.31250772265648985,0.20945062430761716,0.21437238266845254,0.23533740042868725,0.052865192806025675,-1.4822820655740954,4.409235993943825,-1.2983303258976813,4.17818518198146,-1.2402808210763523,4.467569567819899,0.7246524093348023,0.2769078654970879,-1.212894121718887,-1.0449041376138148,-1.1106002217141893,0.22918937009475346,0.2602048462509781,0.2477590056143347,2.9269539283697297,2.879854856083779,3.2272887467435467
6,2.156471701761862,2.2934479066568487,2.114763612395034,0.3008271568238298,0.2293366435084606,0.2092465276369564,0.2512953118040715,0.048900341295430666,-1.6913965158882869,4.4787895072532855,-1.0950470855355001,4.531347908277645,-1.4085074805741402,4.366488603072234,0.6652275946886325,0.27919708717955855,-1.2005059798742552,-1.205228945647543,-1.054824971952712,0.23138521772415935,0.23054632251774757,0.25829965068801813,2.7873929913649986,3.436300822742145,2.957981122498094
7,2.1508831694000925,2.1826773731906326,2.120742092785823,0.3485879439144354,0.21157203185981932,0.20952811254153078,0.25142983778553796,0.05097604362246005,-1.6547106295320102,4.599705492284216,-1.1670767341182364,4.168455967157547,-1.1750102457616713,4.789550574937643,0.8258057169642663,0.2783975615318126,-1.1605944932544594,-1.1582220882549488,-1.1965833023896368,0.23855927941717522,0.2389904910728105,0.232083585578557,2.944994862752206,3.0013792330393105,3.6145403291759712
8,2.2644147749229617,2.213328879354684,2.1054644745979716,0.2905257550399063,0.23595785303308123,0.19943379748958803,0.25379111199672694,0.053734473563522414,-1.7063427212237647,4.666208302056746,-0.7920034607066655,4.302662741829556,-1.6937690186284853,4.202549534447232,0.8662438325172914,0.2734328929069506,-1.1540276561661271,-1.1142965038906791,-1.1970693431533266,0.23975418432811313,0.2470707554193302,0.23199697428738641,2.9598655808329815,3.5106592811228903,2.5087805158187466
9,2.180959261821842,2.2212287596147444,2.1480014645260495,0.3547949779227717,0.2075694931662084,0.22427092464311552,0.2648404097409193,0.05650649599777241,-1.6806516831619531,4.633107382957279,-1.0078611755708202,3.864104458914505,-1.4197782726498105,4.404319631616191,0.8016359817040501,0.28450980597085707,-1.205825559827632,-1.176699860383282,-1.1151441380586122,0.23044050332951263,0.23564608886168936,0.2469131065578521,2.952455699795326,2.8562432833436846,2.984541358966381
10,2.31296524536884,2.0383771304571443,2.055398910976798,0.31554472575513287,0.2121603705278709,0.2272805482160083,0.2412235294654392,0.05962858257048034,-1.5212376962926448,4.386457737814196,-1.5336260611775019,4.392295083553552,-1.0102689706020234,4.032853381806335,0.8017062557065147,0.270036803530186,-1.1771133006049497,-1.1302144343743838,-1.0975937240808273,0.23557162938436185,0.24412152997203806,0.25019102948756755,2.8652200415215505,2.8586690223760503,3.0225844112043116
11,2.1119189555519045,1.9861715871795858,2.0197096189122488,0.3866306691020237,0.2079719188197717,0.21298411448124288,0.2451455526171625,0.06184808348995135,-1.5157255343277731,4.569378862174986,-1.1073348585296445,4.150636363668612,-1.0486289221220269,4.263049391585574,0.7454082722445838,0.2800292935417414,-1.251978608580953,-1.0982683398483464,-1.0735420954703407,0.22235782013930921,0.2500644959488962,0.2547300593600665,3.053653327847213,3.0433015051389676,3.2144204694635476
12,2.107802859690113,1.9704078314943154,1.9665933107774909,0.370392661396185,0.23074459062327657,0.20846844895543404,0.20456823160321408,0.05019654324338608,-1.4978896306619345,4.386004496275274,-1.2482287362014308,4.2104581584423055,-1.229162485864088,3.6197228872270384,0.8130087329473816,0.29936998866855935,-1.1411581180347679,-1.1194993554960655,-1.246453527279618,0.24210779259030427,0.2461041597738922,0.22331465392256908,2.8881148656133395,2.962229422240875,2.3905604013629507
13,2.1831069208411544,2.237532960716743,2.055364112688463,0.34635629968670345,0.2271693223348553,0.19783461225452653,0.24182826137646232,0.0505854358518818,-1.7815011948037895,4.419399329262624,-1.1597098552652663,4.196836475854657,-1.6071529906203752,3.8003954062617704,0.8186613691923477,0.24770805812932414,-1.227955215608112,-1.0282312210942992,-1.0647021689266334,0.22653951119059415,0.2634271625209673,0.2564118900356781,2.637898134458834,3.037126620589391,2.193242415641395
14,2.3722009952450764,2.1022423866596647,2.0068688107265342,0.35698918695421633,0.22547083529264256,0.20933324046401625,0.2460537030436707,0.05191139374844578,-1.6708063958374701,4.50551669079013,-1.0721394099872452,3.9166545763825606,-1.4871213198633872,3.9057485612657326,0.7762940984743044,0.26237342375780515,-1.2518837911061729,-1.1734439570234056,-1.0715153967689692,0.22237421591750212,0.23623303711280758,0.255115004444812,2.83471029495266,2.8445151663953157,2.418627241402345
15,2.362536287237683,2.1571511058282695,2.1156644015945614,0.3386382913047789,0.22369197389665155,0.201196203430241,0.18892333899486696,0.04621869339431432,-1.6770665618506544,4.359263353365158,-1.2457325157731756,4.121280857790402,-1.3319803083488313,4.159641703659041,0.7600471784061098,0.25657243202474417,-1.154488485024934,-1.1284970803121832,-1.0843500125878514,0.23967019815101562,0.24443856604440636,0.2526837001919482,2.6821967915145035,2.8755483420172263,2.8276613953102094
