,a,a_std,t(1),t(2),t(3),t_std,v(1.0),v(1.1),v(2.0),v(2.1),v(3.0),v(3.1),v_std,z_std,z_trans,v_bias(1),v_bias(2),v_bias(3)
24,4.598809861832896,1.202173758033399,0.09253064584110196,0.08761647628174449,0.08867006538594861,0.06936038416782372,6.0590524830090065,5.801663932558248,5.852830032638643,5.370383089570203,5.224356401161606,5.442010135367204,1.2400137961774422,0.12300478393157274,-0.14800449891801803,-0.2573885504507585,-0.4824469430684397,0.21765373420559797
25,4.883772001071181,1.5364405879392198,0.09220520815468952,0.06307711053345735,0.09943202460767583,0.06484703345895175,6.058278964411071,5.4548103666055345,5.685631433497931,5.5397450871899725,5.359751958268075,4.857956179321174,1.2298634896269605,0.09408696273814632,-0.18273563900505657,-0.6034685978055361,-0.14588634630795827,-0.5017957789469012
26,4.6970254822985815,1.2523979251536526,0.10700883493615423,0.07456325121615835,0.09472147559101876,0.07211517933459076,5.932236441531888,5.772290100256859,5.3185428508450245,5.275498505543976,5.963175055347165,5.318897645125824,1.114260374128777,0.10037933937359256,-0.1268069209066594,-0.15994634127502927,-0.04304434530104828,-0.6442774102213411
27,4.907535128282215,1.3444230376880815,0.09228720506186337,0.07690200066786501,0.026800206921251395,0.07103311362708316,6.371734396145533,5.810116011277829,5.3697630842490565,5.66044584653501,5.851552124009796,5.201933284454741,1.1406054785735955,0.12354263853494518,-0.15964029099719212,-0.5616183848677041,0.2906827622859538,-0.6496188395550551
28,5.264948599131456,1.2963301307017387,0.09254475345497913,0.05434648929441381,0.045511163147716326,0.07654609416841063,6.048857616712846,5.528681980809026,5.54302893021913,5.226067142291842,5.644112079391284,5.344978757341725,1.1261034657353455,0.09472839479381787,-0.16394187883477712,-0.5201756359038203,-0.3169617879272879,-0.2991333220495589
29,4.451225944568621,1.3759468377776232,0.08513909178259499,0.05205846424071457,0.1070425353914497,0.07860518995351554,5.858469994056943,5.534370551783574,5.482248747007848,4.982340055251206,5.6524913150002325,5.007694791529232,1.0383696292191056,0.08569423774047706,-0.1503570696361657,-0.3240994422733685,-0.49990869175664177,-0.6447965234710002
30,5.008695101969277,1.0358974468754858,0.082502566451305,0.046256268324118124,0.10665045440148302,0.07991269225981223,5.6871753145880595,5.662396364646942,5.325998030561982,4.9195703544364,5.0091538032648515,4.6421788365925005,1.3679472716577057,0.11266912182421547,-0.16650729940084424,-0.02477894994111729,-0.40642767612558206,-0.36697496667235097
31,4.9396307525261465,1.0823148864452867,0.09943033153102165,0.0710326419919583,0.09646656807381482,0.056275422052259244,6.21705993420789,5.659884489778683,5.65622257736829,5.230630933316379,5.680598622374007,4.981761632495479,1.1534429309458678,0.1010563918131364,-0.14781548630498798,-0.5571754444292063,-0.4255916440519103,-0.6988369898785285
32,4.85862401678783,1.5465547868049538,0.13741213250798318,0.1043307172133015,0.0892163809370425,0.055523865001459456,6.475057278290839,5.470362062286579,5.264790539387226,5.288889911590856,5.72964071016463,5.037782735478267,1.2692798861198265,0.09616582213378758,-0.09117475936672385,-1.0046952160042597,0.02409937220363023,-0.6918579746863633
33,5.106604601448428,1.2301083713532155,0.08531868832623014,0.08509941469841045,0.04873649651188695,0.07682735434411353,5.877554772108588,5.401268035758565,5.535314349449133,5.265375963726465,6.057071245440342,5.0749260449492235,1.1509943775139573,0.1123422712925937,-0.15084736831838227,-0.4762867363500227,-0.2699383857226678,-0.9821452004911189
34,4.852236184794011,1.0934479601264795,0.12403026352755744,0.03442992440590591,0.07752534161722457,0.10492079568937145,6.114258371960956,5.516550420175643,5.313215937776105,5.000467629431336,5.211861081907261,5.8110849116042305,1.221928692453095,0.12960290133642804,-0.09762535339854775,-0.5977079517853126,-0.3127483083447693,0.5992238296969692
35,4.728865955560923,1.469564645689846,0.08023124686573588,0.041091396424963386,0.03334934828530789,0.09696370900194645,6.121398249986474,4.878952665552405,5.427062282381236,4.775961496571482,5.60129905722905,4.709077374217114,1.1622745044800518,0.11934837083823911,-0.1645223801854182,-1.2424455844340692,-0.6511007858097537,-0.892221683011936
36,4.662695033202846,1.5207171970487428,0.09800275103976715,0.0719446051948448,0.01894036192090827,0.09390110970546134,5.658896861607008,5.511711559040999,5.092172021701342,5.107354860551726,5.116441642668586,5.492909259122136,1.2500055237085463,0.10423351214815998,-0.13084298983195236,-0.14718530256600904,0.015182838850384073,0.3764676164535503
37,4.889242638601001,1.5957156986956804,0.07723273469020475,0.00348078533621586,0.012695289838528297,0.10054086134589924,6.118691043235137,5.2503505733097615,5.204095382928093,5.196894702501779,5.617601651857301,5.426653110237791,1.0960914657579255,0.09573122390888192,-0.12415912556152808,-0.8683404699253758,-0.0072006804263144986,-0.1909485416195098
38,5.06930330525963,1.417224990894059,0.11465537605030726,0.01553391102502203,0.09558794481485662,0.09458199346464236,6.139042817914802,5.770917633412692,5.288454591424284,5.060639211317216,5.581246392100705,5.500658751989747,1.1761308744894317,0.09843679067439512,-0.14932698116318793,-0.3681251845021105,-0.22781538010706814,-0.08058764011095754
39,4.69485354699864,1.073469016185572,0.042264757814438905,0.026465623279451504,0.026420920115649157,0.09594018655539252,6.006875232772672,5.256421005449558,5.625012901745232,4.956175759089768,5.927745219954889,5.165375941305467,1.3526300700037988,0.09662437242777026,-0.11661518365412928,-0.7504542273231145,-0.6688371426554642,-0.7623692786494214
40,5.08240228048693,1.1319186616110297,0.0637075359332192,0.09256665316690749,0.043714600556191474,0.08932205132264537,6.305237305881555,5.546068613946462,5.805380642101289,5.459565890833154,5.888271975736704,5.311898768990513,1.0677797242552014,0.08621452107424543,-0.14905263145345446,-0.7591686919350931,-0.34581475126813466,-0.5763732067461911
41,4.883746025491868,1.3122379768273298,0.11337796056367785,0.017844285173106208,0.10195038677849882,0.07041249160046126,5.886573775205769,5.099775280648952,5.828745587838421,5.170551409161785,5.907847207513886,5.203949554181424,1.1044816733625313,0.10756353901215004,-0.09352349262051671,-0.7867984945568169,-0.6581941786766361,-0.7038976533324623
42,4.483810458615013,1.2802207456818118,0.08649198439306646,0.03812083755775421,0.07379072499971706,0.06867100643718967,5.892686206462475,5.187527043595415,5.717131069641693,5.171122770435512,5.330535128559362,4.629621968392719,1.255883873858437,0.13224745948815697,-0.12138459870476073,-0.7051591628670604,-0.5460082992061803,-0.7009131601666425
43,5.300489651489367,1.1565444459882426,0.10550132820117954,0.08254101433767262,0.0788834827999926,0.07044469117218541,5.624183171627194,6.1344716755614295,5.771055094580294,5.648558586247805,5.295495802508712,5.220515501470463,1.2947465582754234,0.08527791364142308,-0.14514154949946628,0.5102885039342357,-0.12249650833248893,-0.0749803010382486
44,5.1092643111454095,1.3000313975082096,0.08051994389581732,0.09717265132030417,0.06942631451824055,0.07718620830781682,5.478872693923776,5.525669216321728,5.3093499220594245,5.151327175513095,5.0536379511493426,4.739876531983813,1.279945994811957,0.08645538964775802,-0.1290602394522024,0.04679652239795207,-0.15802274654632953,-0.31376141916552935
45,5.090513242350815,1.2027866785023813,0.1091405993484558,0.07904533701701348,0.09101674537132888,0.07439239940981335,5.5317853131909684,5.645579766519458,5.471024859463812,4.882971499883323,5.912224516247747,4.902652107608215,1.2690425029021324,0.08671195189700504,-0.15516409976930604,0.11379445332848981,-0.5880533595804893,-1.0095724086395323
46,4.805773139236422,1.3430326892985893,0.07661179353120756,0.037236020364495984,0.04492556684621918,0.0860074723820875,6.163638405745677,5.307527445132442,5.416882918201381,5.277441083348493,6.030343153898032,5.397507529772538,1.2690308882465648,0.09988917256805942,-0.1765447202440458,-0.8561109606132344,-0.13944183485288786,-0.6328356241254944
47,4.822443600107261,1.1653918290861878,0.10956973878507838,0.0015062870745796355,0.04440318525621351,0.08945656333658275,6.300089552422234,5.652265015899902,5.459197190169652,5.335926658829574,5.424843448261797,4.819623419663904,1.1965772487733728,0.09237514635219488,-0.15005269621373116,-0.6478245365223323,-0.12327053134007837,-0.605220028597893
48,4.6659979729238525,1.39953592472703,0.06897699771353072,0.03060890994003492,0.09273418987066634,0.08315808799700145,5.444930806199084,5.286807465392096,5.524842735418658,5.234359987070676,5.857079689401018,4.84442747755849,1.2301833880132003,0.08314738808286315,-0.1420953954520973,-0.15812334080698776,-0.2904827483479817,-1.0126522118425276
49,4.736281101160645,1.427686363857597,0.07321576973331603,0.08447523654416028,0.09975565835293795,0.07990133495613498,6.27837021580221,5.285510939485659,6.012134985603131,5.314305115504729,5.497222170676722,4.845701130715655,1.2101330310782026,0.08353709097486003,-0.1661960634013245,-0.9928592763165502,-0.6978298700984018,-0.6515210399610671
50,5.183204526375662,1.5198503756075106,0.0992408608203669,0.06294984019080588,0.07368021402548061,0.07643753832427269,5.787684368188751,5.484423037947036,5.633319948268799,5.011446195247865,4.986317853381401,5.018408891748991,1.2520420852329361,0.08010886226712435,-0.1487245099917918,-0.30326133024171487,-0.6218737530209335,0.03209103836759031
51,5.282436181660545,1.1647581970836411,0.055331961398514276,0.08517360350633167,0.07219168718896701,0.08988818010844142,5.636350999323729,5.525908300706499,5.288726953262129,5.413954582831446,5.362867157014495,4.661758710853092,1.1975730608634672,0.08936551955235866,-0.1670339313276667,-0.11044269861722977,0.12522762956931643,-0.7011084461614034
52,5.1400179849690595,1.243007275626043,0.09623778897888352,0.05531516605699989,0.09581652696057161,0.08329337871547365,6.066326069338324,4.9371133310005355,5.819139987058393,5.237889596606636,5.575365762731489,4.691874461131731,1.2480014765115635,0.10395000794508308,-0.128113208707818,-1.1292127383377881,-0.581250390451757,-0.8834913015997579
53,4.872318910780046,1.2649952110903477,0.10451315989534414,0.008980650043816235,0.08971705168841285,0.0959419010731573,6.032508093896858,5.459819826242709,5.341747963875139,5.153719108100818,5.536422661288344,5.490726935591541,1.2226813120005755,0.1276242202648844,-0.17430770038072876,-0.5726882676541489,-0.18802885577432082,-0.04569572569680336
54,5.077995647122179,1.5280184693119117,0.08269515422759267,0.0037739890689593046,0.043437418064772845,0.08544536916954697,6.001542734535458,5.360090523523388,5.302046421027756,5.343547537079069,6.047334773854692,5.211330119061611,1.2130189939198572,0.13481991731857956,-0.12473529160031681,-0.6414522110120702,0.04150111605131368,-0.8360046547930811
55,5.0936308205011045,1.5407612607390093,0.06612576516156415,0.02482650039546267,0.06774946836040804,0.08960462839789432,6.222949137479189,5.442843132886469,5.547981632857816,5.131455142765923,6.081867034584334,5.045671996392585,1.2493180276338327,0.09668057776351321,-0.1343204748651625,-0.78010600459272,-0.4165264900918926,-1.0361950381917495
56,5.1169789301414905,1.7051597410403767,0.09554115641555021,0.09721628929850808,0.10642731974009328,0.07212355512840177,5.785637132897037,5.876003625855312,5.724945083734047,5.409081531237215,5.754809453933423,5.067505885594458,1.0952949786664128,0.10348555615133126,-0.1714618935084855,0.09036649295827548,-0.3158635524968325,-0.6873035683389652
57,5.157338200064228,1.7558309888683405,0.10313485453394308,0.0818484633628544,0.09675319485255544,0.08210942387569026,6.1368058050916785,5.544660437043689,5.639824390115745,5.205440658770011,6.140399049771302,5.214722389856452,1.0828487261171498,0.0874996566825525,-0.12245561718531808,-0.5921453680479898,-0.4343837313457337,-0.92567665991485
58,5.49831502666095,1.2212357697821554,0.08574270671037847,0.034451378849199465,0.06428785391569922,0.07710797619751501,6.316602127535588,5.3786435062330265,5.278205371612288,5.265772367511939,6.247690445644314,5.306717926560266,1.1073995152155207,0.10315865951250336,-0.10974666468775279,-0.9379586213025615,-0.012433004100349088,-0.9409725190840481
59,5.144455781205631,1.3935051110907275,0.07404683988472784,0.059919008261627785,0.02479011038619946,0.10627908820486706,6.115830732031314,5.808735652189716,5.67111618311633,5.619988528489075,6.081761506706434,5.095574562324224,1.1688446558911263,0.0991370424623278,-0.14355971351657754,-0.3070950798415977,-0.05112765462725477,-0.9861869443822107
60,4.838329235825657,1.083894297763242,0.07798671622315541,0.005539470144828416,0.05455357171417921,0.10834194177531176,6.151635515326154,5.461825336723525,5.377685426508333,5.679120247487256,5.439976500925064,5.290877975051938,1.2932496762696757,0.07273475036598818,-0.16195659907769258,-0.6898101786026292,0.3014348209789226,-0.1490985258731259
61,5.222617576176283,1.3730037071239385,0.080803427389159,0.021409340926856715,0.02779675033893731,0.09712876780016069,6.094569273026899,5.371936969364273,5.779081155481876,5.1941012247262766,5.435916294432636,5.567442907820381,1.2182697234145194,0.07928289915853315,-0.10807050357361833,-0.7226323036626257,-0.5849799307555994,0.13152661338774507
62,5.270604615742839,1.5497617762888416,0.045752899566095025,0.03724458837925079,0.04337344159422277,0.10443198278586735,5.847508113802552,5.651451617515631,5.407884950180465,5.986366152702032,5.4587211396972295,4.954215297507267,1.1800604416801554,0.10360835136580059,-0.1221917900158587,-0.19605649628692046,0.5784812025215667,-0.5045058421899622
63,5.005214859444846,1.252165529341471,0.08671108640944697,0.04921521073425619,0.04412501432423479,0.09621300293113771,6.001484121893839,5.040703529626116,5.4765968008062424,4.862719533836633,5.668708968378603,5.157063536906691,1.1814834896796589,0.1093332972600955,-0.14274841131629692,-0.9607805922677226,-0.6138772669696095,-0.5116454314719121
64,4.955895053674745,1.2780879507523426,0.038322802421768665,0.089842337231676,0.07037484579348223,0.08980173192523196,5.853930995049871,5.654136552421089,6.040957784802097,5.459758318408337,5.976951499466364,4.951955566310677,1.185199246024093,0.09252767503127818,-0.11880094620514327,-0.19979444262878232,-0.5811994663937599,-1.0249959331556866
65,5.005185423927674,1.3070300233291012,0.07818130538743165,0.07981521333480159,0.040691798396502235,0.09702784707529045,5.887472680998928,4.9511342504442855,5.987054008664548,4.939586089592223,5.995475086591367,4.997857442617398,1.200682276627069,0.0878250248992497,-0.13947702373987014,-0.9363384305546427,-1.047467919072325,-0.9976176439739692
66,4.991912551597536,1.169355583706375,0.10105918246092052,0.022131672725045785,0.05503259119556786,0.09388877749883474,5.742211699207745,5.362227506015574,5.286710680725457,5.449476015656022,5.816183914265898,5.142019500982842,1.1822307902392037,0.08425884906977993,-0.1269778168206117,-0.379984193192171,0.16276533493056533,-0.674164413283056
67,4.766200142753428,1.317440598890931,0.05365434779507489,0.04907450952399532,0.09572479369943078,0.07766426837908164,5.801434655163054,5.905477279239429,6.094424457363334,5.3995305849480015,5.721955532582711,5.535213047540268,1.2751856319341528,0.08615997662748516,-0.14115106513475767,0.10404262407637521,-0.6948938724153324,-0.1867424850424424
68,4.873702991405846,1.2336176625629922,0.06977599130781417,0.03544938158987242,0.0347634178881624,0.08555507943446447,5.834114560207286,5.36078893242429,5.382673016239529,5.3231215952432605,5.574177212609623,4.789509197882763,1.2842978084175136,0.09052715157593254,-0.11468419171294676,-0.47332562778299625,-0.05955142099626887,-0.7846680147268597
69,5.059836318103583,1.2804217589706544,0.11125854537937316,0.06640114418358953,0.050935548763024203,0.07829617113920687,6.181866677904492,5.371535507315765,5.858729002939284,4.941905527287735,5.304523462486035,5.312927807121743,1.2419588798809813,0.10330419090132638,-0.11214195036163246,-0.8103311705887268,-0.9168234756515492,0.00840434463570805
70,4.896963890487763,1.3580795150314016,0.10562060808197299,0.06403561197584577,0.04374816064527693,0.08143579260733291,5.9479039482575375,5.475449315309938,5.784440409277359,5.035823371267367,5.795851456457331,5.375430741544438,1.2345792299534295,0.08937706693014921,-0.15151264416628238,-0.47245463294759915,-0.7486170380099919,-0.42042071491289335
71,5.009627011022936,1.3010324508698292,0.11447283702365879,0.05015549729435805,0.10948953092073138,0.07702694859661305,6.224841709506418,5.033639143819902,6.189530666309853,5.50191861737768,5.4329659076246895,4.8461667335583485,1.1396494647338362,0.09244800117360456,-0.10587391082279987,-1.191202565686516,-0.6876120489321726,-0.586799174066341
72,5.017754874974663,1.2937445067516626,0.05878986326944169,0.053471596749469656,0.040858893524778395,0.09776282635729551,5.8648065821035535,5.494088039267406,5.756032425136259,4.948064078517764,5.804214038885979,5.553191345178073,1.1860498974925067,0.09162574761111997,-0.13448884333945113,-0.3707185428361477,-0.8079683466184946,-0.2510226937079061
73,5.212750938875324,1.403118325406097,0.052190030186508474,0.013171489637362628,0.043132617930967364,0.09720300228929597,6.342120576583375,5.716360240572462,5.850373596879536,5.03129532054175,5.732770806072313,5.245641536581608,1.2865878618301414,0.09399801329690047,-0.09641961622807775,-0.625760336010913,-0.8190782763377866,-0.4871292694907057
74,5.222240176722128,1.345323316256264,0.036258085851304286,0.01579321060042178,0.12651267345648898,0.10715584581082939,6.55512804933388,5.2055051880069945,5.953637816562207,5.269488703978157,5.889486383397618,5.201801730048389,1.1936938677709592,0.09590642775114155,-0.11826061250858064,-1.3496228613268855,-0.6841491125840502,-0.6876846533492289
75,5.1942324042426815,1.3633973392615844,0.029534910035470544,0.029531379745343894,0.035045258232451415,0.10325823810400644,5.990625889604627,5.57503931917902,5.730767780757111,5.762396051307687,5.839005901723567,5.3060083598995895,1.2762148475728576,0.10933630822275811,-0.13503539858159527,-0.41558657042560654,0.031628270550576154,-0.5329975418239776
76,5.09133717372621,1.6520347861714992,0.06286913876214019,0.02321027102097889,0.032164395690616764,0.09448349015636087,5.856326157330028,5.499618580924752,5.633201474015077,5.681895217119279,5.852647200638724,5.256264631750611,1.2039691278178046,0.0931357161906519,-0.133291014623879,-0.3567075764052765,0.04869374310420227,-0.5963825688881128
77,4.66669720877273,1.3662761543742599,0.05987020649243224,0.03902343022890682,0.05811581916092383,0.10382485126030752,5.975178337329704,5.416128120290214,6.005925527134377,5.338795839706868,5.052062655195648,5.401801659928071,1.2498029177840244,0.08484754807574785,-0.13925716135516342,-0.5590502170394904,-0.6671296874275097,0.3497390047324229
78,5.378932578003654,1.2541982630538513,0.03358303363211774,0.017901634048446705,0.05138263263783966,0.10619389962540889,6.228147860110113,5.130771204729928,5.634884899336316,5.071003575860818,5.274612742778368,5.072896023767622,1.1932753972177907,0.07453381802953626,-0.13267448972373524,-1.0973766553801845,-0.5638813234754982,-0.20171671901074628
79,5.401728321162475,1.2968290040396315,0.049406340498073346,0.008581551233280181,0.06683403376838103,0.11910208025299475,5.862430778797593,5.455372411697557,5.645526210875283,5.032708509549344,5.159862963327357,5.359230783498412,1.1462320293645356,0.07729951167822531,-0.11201284320145788,-0.40705836710003673,-0.6128177013259393,0.19936782017105514
80,4.5770764556431285,1.1624880028558096,0.02967780128049611,0.012330287443971293,0.026940771018273024,0.09080870383753202,5.817071921012295,5.620518343895506,5.814611188433691,4.891633390123783,5.227375447983516,4.805634740707724,1.1337603252677653,0.08540875807617115,-0.12053388500854041,-0.19655357711678878,-0.9229777983099083,-0.4217407072757924
81,4.949463609538214,1.3670346599828644,0.04101398973983226,0.012972468333839842,0.04305097587044084,0.11115977178992861,6.171672708704642,5.541874830589291,5.612842577876587,5.159914244183661,5.548756751680979,5.236134433655578,1.2158998388397926,0.07869054454795642,-0.13331811347386616,-0.629797878115351,-0.45292833369292573,-0.31262231802540086
82,4.726970398162865,1.5365161926299225,0.037397172369948786,0.012302307559436136,0.05225438455528189,0.10647913318467778,5.806449612217769,5.2081324138099845,5.18309590075599,5.520582141069998,5.518740779388844,5.345887301948562,1.2570600900597744,0.10437192219824175,-0.14386417425969403,-0.5983171984077842,0.337486240314008,-0.1728534774402819
83,4.802975023257131,1.3290825642705215,0.08259866284910132,0.03272935310728959,0.043400078377949874,0.09093627653082251,5.998329617281638,5.574715188803834,5.829430499768624,5.241111638079024,5.453078601639344,4.872296301561803,1.1225878057707788,0.08476298365604128,-0.13468528549743572,-0.42361442847780406,-0.5883188616895998,-0.5807823000775416
84,5.0043125201930465,1.4943299008835627,0.07609335631072325,0.036160249584665786,0.055686701529215336,0.09088511322029466,6.2686535759516895,5.407094102567848,5.249950146422493,5.40521687148729,5.621700415202885,5.39358058244182,1.2612188897599885,0.07918899578126719,-0.1530144192350308,-0.8615594733838412,0.15526672506479677,-0.22811983276106496
