,a,a_std,t(1),t(2),t(3),t_std,v(1.0),v(1.1),v(2.0),v(2.1),v(3.0),v(3.1),v_std,z_std,z_trans,v_bias(1),v_bias(2),v_bias(3)
0,2.540559560732392,0.7660725033608289,0.24028187540165588,0.2507106651000099,0.24470796967923225,0.035300028538945705,6.782642315583341,5.578607885854461,6.408518510673692,5.3414229454095965,5.531037142564461,4.776600515328757,1.4154713850767007,0.1917612359614655,0.007192319087506276,-1.20403442972888,-1.0670955652640952,-0.7544366272357044
1,2.7507668845369313,0.9370985559535625,0.26190489798863126,0.2531035694295349,0.2506159358375011,0.03499130177796717,6.674097151634285,5.1916174724638475,6.155104902039494,5.273186210572333,5.9376703338209875,5.157058793068177,1.4660779057504516,0.18640184302887872,-0.021048049129550436,-1.4824796791704378,-0.8819186914671615,-0.7806115407528109
2,2.693781345891624,0.950678226674317,0.2472837919303681,0.24114903910390717,0.24394328725513656,0.0356160592655132,6.933429036766153,5.426444234939961,6.070474936281564,4.843029510830383,6.235340367669657,4.77064802269019,1.5283166933313854,0.15855986159990113,-0.11147550839920489,-1.5069848018261922,-1.2274454254511813,-1.4646923449794675
3,2.712195048990855,0.8941304770210589,0.2458200466515965,0.24759445000879515,0.24232526557076434,0.03344606373101041,7.308231735427523,5.982057494433622,6.10308700198547,5.860864817086159,5.24007798116553,5.000149944328512,1.6411833929854218,0.17824540511536233,-0.05195771543007194,-1.3261742409939004,-0.2422221848993109,-0.2399280368370178
4,2.9009294981205596,0.8686650187857857,0.25504678316527973,0.2548892475977172,0.25188123948580415,0.038375436447872016,6.755906447484076,6.046782503404667,6.374256078644144,5.306400563688896,6.618637761281195,5.326255407633522,1.4372083443355055,0.17860016254557232,-0.04855384121833767,-0.7091239440794093,-1.067855514955248,-1.2923823536476728
5,2.925076142491847,1.0442085947745825,0.25593907718160613,0.2419419354154048,0.25031157415768035,0.036442306154792686,7.300564535708829,5.059096597715567,6.170081911150753,5.548074177862223,5.829506713713317,5.19552302813431,1.3893953560179098,0.2030539648559122,-0.022565205331715573,-2.241467937993262,-0.6220077332885294,-0.6339836855790075
6,2.3130729167041726,1.353072021735309,0.24716040009193366,0.25677925322046624,0.23876866410985273,0.03892067488143783,7.289527681362337,5.721870002245012,5.701175091457481,5.582060101370386,6.3877653098558325,5.079847643424756,1.529812610107618,0.25279066446673026,-0.06470449670337527,-1.5676576791173247,-0.1191149900870947,-1.3079176664310763
7,3.3311155148441842,1.149833376187816,0.24116312702863182,0.2439061511364992,0.2671341624540185,0.03689680950412633,6.862053652118138,6.146557060707925,6.433600166579157,5.066761075786924,6.142358133697242,4.729493878855802,1.5441256260208984,0.22207454340639216,-0.052829578856780045,-0.7154965914102123,-1.366839090792233,-1.4128642548414403
8,2.0777173255414025,1.1235867791962062,0.2543866776005079,0.2415222799256572,0.25528328212322304,0.03615718319897136,6.717847887228362,5.34544933370836,6.727562127929024,4.952788472303144,5.688766699184561,5.191386899957691,1.4215571501927342,0.15058839445646577,-0.05271573412348623,-1.3723985535200018,-1.7747736556258795,-0.49737979922687003
9,3.367169238156456,1.2362826985984394,0.2582796164891624,0.24401127294305358,0.236353054384337,0.034500622627386436,7.405790457498893,5.395944691768164,5.957182979497167,5.490621315652319,5.484053451279647,4.364353922198452,1.3951115865567694,0.15237432908247245,-0.05617047016841419,-2.009845765730729,-0.466561663844848,-1.1196995290811946
10,2.069406832602099,1.463084077121323,0.25673940933801015,0.24252890612136033,0.23691892318743868,0.03588519275332704,6.288812057111348,5.678315007851917,5.954745110474223,5.232315900535115,5.1103726392177595,4.616304005207352,1.5584408220962378,0.24759194646221594,-0.07120180521052638,-0.6104970492594308,-0.7224292099391079,-0.49406863401040724
11,2.4632095061684964,1.4160426681447642,0.259692697590088,0.2572940322387951,0.24496838790822156,0.03649838167335553,7.0496020249699285,5.29885188830742,5.911289570909187,5.7092451627394105,5.525949225532812,4.729677061471351,1.496187085160283,0.23764189779515826,-0.07879051625832588,-1.750750136662509,-0.2020444081697761,-0.7962721640614605
12,2.5610387015596388,1.0395393627516893,0.259979883702949,0.25065585930583817,0.24396266330190128,0.03820605816033515,6.976200144537345,5.687976810069881,6.239010853155905,5.686328020151311,6.292413086673306,5.353450339302674,1.570082446909565,0.19088823497465104,-0.023381963875129808,-1.2882233344674638,-0.5526828330045941,-0.9389627473706312
13,2.5995120542010106,1.0380072551981365,0.24488907685940509,0.2523336877807836,0.2425177910507103,0.03702155986805093,6.532032057127149,5.899219015770042,6.242120124135751,5.671349499552649,5.437856820345657,4.517407091270932,1.5285491536041993,0.20831014245908896,-0.0726056489337552,-0.6328130413571076,-0.5707706245831021,-0.9204497290747256
14,2.4428539873171213,0.9574623657663168,0.24505365979148722,0.24458421363680452,0.24334431815891253,0.038803421465646346,6.8583308742115285,5.812890159873234,6.1580223497776965,5.3847043271003905,5.157252781382521,4.97836144393306,1.5193538859484255,0.18696240208715958,-0.0686033762418357,-1.0454407143382944,-0.773318022677306,-0.1788913374494614
15,2.6442405730861904,0.9152847731171553,0.2515579733581635,0.25215993921396995,0.24049328898933714,0.036850188291428346,6.126257625979537,5.493443314071069,6.636223136481363,5.326328968703521,5.557916300606907,4.867696725103343,1.3082828451134798,0.2557555487282245,-0.08331146950031684,-0.6328143119084686,-1.3098941677778422,-0.6902195755035638
16,2.9031092505747713,0.8669218131555597,0.2458690059071643,0.24344033092665243,0.2376939726079292,0.03233491819684863,6.7619073959264,5.617843744385839,6.029053017373346,5.383651473145227,5.398170587136306,5.03021788380037,1.728508773732561,0.22850807386073813,-0.013140129299895317,-1.144063651540561,-0.6454015442281182,-0.367952703335936
17,2.792676800033416,1.1267473407072908,0.26332822049112625,0.23651516927190513,0.24981254165212727,0.03459612857401389,6.554074945485126,5.795465424327969,7.2163334955224165,5.182595739196003,5.597104236271326,4.9480117912234105,1.6587500341623564,0.20310686597021158,-0.08537470429152515,-0.7586095211571564,-2.0337377563264134,-0.6490924450479154
18,2.6620296048665293,0.7670836924072855,0.26258204200396706,0.25084659958956246,0.24174593740833486,0.03609877807525335,6.922303252566667,5.370073497604124,6.160340938788108,5.794606113370241,6.370227335532718,4.843088337017596,1.6781834496179455,0.190887586073122,-0.06710343121953956,-1.5522297549625428,-0.36573482541786717,-1.527138998515122
19,2.590564759717311,1.0012257713091317,0.24206459789444715,0.25165510600378665,0.24408338128743748,0.035682516664881085,7.12414939590361,5.889796217134832,6.591598366674372,5.459482395537728,5.273979823709265,4.827525016849765,1.5164981395867312,0.21691783110639312,-0.050181923910659385,-1.234353178768778,-1.1321159711366438,-0.44645480685950023
20,2.723349349048057,1.0170850392044004,0.23990364733844788,0.2459397987695601,0.24295380152037174,0.03270889383499669,7.253657959942969,5.499133832470245,6.144659881265966,5.882747253526663,5.599530809596428,5.175140634930976,1.427300038188017,0.1753559115235629,-0.10902803372790534,-1.754524127472724,-0.2619126277393029,-0.4243901746654517
21,2.7771895411438168,1.0576936892508384,0.2484027923377799,0.24178807162268998,0.24635927393750598,0.034122088245541055,6.687526864022526,5.542098897318167,6.366866660206068,5.517803867965608,5.9324104731063025,4.493306241091166,1.4129391802595102,0.18619923980710631,-0.05995529746518376,-1.145427966704359,-0.8490627922404608,-1.4391042320151364
22,2.7624164797631914,0.7278811601936013,0.2432908611300393,0.23859581695672064,0.24515596840698375,0.034830090892231186,7.192007803529506,5.417560961678146,6.257696180436208,5.474229873289873,5.646034372770811,5.651757948972649,1.6939386469412352,0.1956416717770468,-0.09358014359314598,-1.7744468418513604,-0.7834663071463357,0.005723576201837943
23,2.7821027897819524,1.0474189819203397,0.26430515819147077,0.24963529686679437,0.24446099945118827,0.04654775823315352,6.593362852746133,5.444185154424918,5.790713386186178,6.044322297648579,6.02529481044943,5.452079601161154,1.672947078575298,0.16006326123141928,-0.02635090804094842,-1.149177698321215,0.2536089114624005,-0.5732152092882759
24,2.681554177467025,0.6667469627223721,0.24269034191253083,0.2596679169574122,0.263949608553779,0.04070225182578544,7.174053863568291,5.329352473159108,6.628899650086999,5.273560967679903,6.215036350014876,4.723466108304189,1.5865052113250924,0.17543864497936004,-0.04194611545412658,-1.844701390409183,-1.3553386824070959,-1.4915702417106873
25,2.6081710855737192,0.8288072632808355,0.25487620777079456,0.25330817474209183,0.26304783298584744,0.03518307141896643,6.208327246614487,5.750802385981358,6.310803108322538,5.041307187156186,6.6517727784505825,5.040445317394499,1.5432060088451471,0.22489420629468732,-0.06950008464818985,-0.4575248606331286,-1.2694959211663521,-1.6113274610560833
26,2.709563720514353,0.9790489645156216,0.2591669241960917,0.24237984900844656,0.25175671059044175,0.03225317247629318,6.891477930151754,5.15918019397739,6.461990488607049,5.230993789204284,6.012182073250451,5.2180196360777895,1.4376803840677783,0.14091831081774003,-0.0392588517552183,-1.7322977361743641,-1.2309966994027652,-0.7941624371726617
