,a,a_std,t,t_std,v(0),v(1),v_std,z_std,z_trans,z,v_bias
0,4.892961141408103,1.295661007464118,0.026083645721394502,0.07783384135222984,5.604961215133906,5.0505886123698875,1.295328493698976,0.11900337993385372,-0.1447201452784413,0.46388297769118114,-0.5543726027640181
1,4.779412999822469,1.3063718093032568,0.046718617661897346,0.08069544936345854,5.31375268261928,4.695557003268446,1.1999721208825154,0.13479938896084728,-0.1279226891688054,0.4680628680070888,-0.6181956793508343
2,4.725434052799314,1.2102819792504511,0.03993363634789515,0.07648775776476685,5.118614608522069,5.325003614416625,1.2957046602047084,0.14201013699595755,-0.15658514975399004,0.46093350228686103,0.20638900589455567
3,4.763313183593717,1.1672847930964705,0.02576021503502237,0.098088030356579,5.622816585296153,4.892280891369753,1.337141660290343,0.12774563796760594,-0.13371562366040224,0.46662081389056087,-0.7305356939264005
4,4.883261667310415,1.2947726043265526,0.018720273217722405,0.08910828826375505,6.005878707973966,5.329939673913532,1.4637644759307706,0.10993974208869624,-0.1426484193165954,0.4643982451112468,-0.6759390340604341
5,4.966274590403036,1.1943222014478623,0.011606346703446608,0.10581766704421919,5.748900333613718,4.976537155700858,1.1305716816103204,0.10901509397560435,-0.11903197681402317,0.47027709187348443,-0.7723631779128599
6,4.982560208896318,1.032619643069363,0.012346548459834092,0.08796807625886553,5.353531906412253,5.0960332393689285,1.411332556755215,0.10118988718579805,-0.15177943996790338,0.46212781722601987,-0.2574986670433246
7,4.953153436210427,1.0779945274311484,0.03898271886968051,0.08924244527200947,5.763689222614632,4.992049651741787,1.1962986512529354,0.12362895142673777,-0.1920577744265956,0.45213260316998144,-0.7716395708728445
8,4.754703631255254,1.0873237089847816,0.019177749290732755,0.11332268183125407,5.80883185778643,4.679574226946118,1.4194082880628385,0.16435771460620244,-0.1746821571851398,0.456440169280527,-1.1292576308403124
9,5.011434145594318,1.3901756622133155,0.017267617312052133,0.09710784494363325,4.964526008813554,5.019385442933835,1.241483332287442,0.15720346145080355,-0.13743453190561675,0.4656953462742403,0.05485943412028149
10,5.144241776199311,1.365727129961369,0.035037567084456475,0.08513305910722337,5.407520517513535,4.669207752387069,1.3620923482059646,0.12330895282352328,-0.11477091263590325,0.4713387263264516,-0.7383127651264658
11,5.118263389358642,1.0257861071056678,0.008716683233333971,0.12510274486005873,5.372484991015874,4.464779761498478,1.2376257884571964,0.13240235879797146,-0.1637460274130588,0.4591547169578644,-0.9077052295173962
12,4.743171174489899,1.2239265381330093,0.008162794095212443,0.1167256768562012,6.103517785467755,4.648962227224664,1.4562867225859149,0.1317505075538281,-0.1761674177371675,0.4560716962703957,-1.454555558243091
13,4.9703716179033925,1.0671843593514136,0.0011569002313730895,0.07613320429739256,5.805436564391237,4.417572041075484,1.7843991736174136,0.11949906681172973,-0.17643090552814727,0.45600633353087633,-1.387864523315753
14,5.1189400447618345,1.2890263744655566,0.02067311167176905,0.08954509058133742,5.033505204243537,4.852803077278968,1.5624260136423374,0.16005461569373342,-0.11130898998284385,0.472201447869212,-0.18070212696456878
15,4.932393431957247,1.0997590393750412,0.03561763323385744,0.09010277305030168,5.796193141942625,5.084409777314513,0.9723836643823909,0.11925709495028451,-0.14156533573372962,0.4646676535767881,-0.7117833646281122
16,4.691865553259838,1.154429963246877,0.008940171853347077,0.09842365728371047,5.662282686421426,5.3705415938858,1.4225944908007233,0.1766280114325804,-0.17946707450860355,0.4552532687838377,-0.2917410925356254
17,5.021329363772345,1.310425975740115,0.01641693343768301,0.0962815059626557,5.202089944578038,5.37292757522146,1.3626665596437861,0.16790173217697538,-0.12099095501194948,0.46978910655552364,0.1708376306434216
18,4.960325327397407,1.029640827314139,0.01764173206110691,0.08386747055294838,4.852998594999038,5.127946694133946,1.119109898729517,0.16862762475930354,-0.1171624241365902,0.4707428541302279,0.2749480991349085
19,4.925347825970512,1.5090991716752646,0.032524552183801236,0.08656059279185316,5.752970438003489,4.968989032965439,1.3408104089289363,0.1791550004924722,-0.19791150338961683,0.4506829938301997,-0.78398140503805
20,4.573341588051488,1.0533214751625146,0.021260034937564905,0.09361500032705086,5.355850676014519,5.229851394115286,1.2249000830346435,0.10621062964237327,-0.14523794363601586,0.4637542059493954,-0.12599928189923304
21,5.32159966546562,1.1374078762645017,0.056665913363662494,0.09541530774977036,5.287030808396827,5.287518296628306,1.0574189197614658,0.16059968805489525,-0.14851440099245747,0.46293949356328257,0.0004874882314789275
22,4.63503717449011,1.1905660733151735,0.028333628117853553,0.07707820114786802,5.549490223110992,4.750024154309926,1.096058292591605,0.12089964468452977,-0.14631671205093086,0.4634859416012269,-0.799466068801066
23,5.540615222424035,1.086219319505521,0.023706919939210508,0.10121861440038568,5.882590652889748,5.081508071785303,1.3681147342414515,0.129510216638478,-0.21358053523759166,0.44680692011055584,-0.8010825811044446
24,4.759604014874838,1.197584459585527,0.014321856455938994,0.0788752342384382,5.499959472636574,5.0803401356915545,1.2319444738485783,0.12605463716645265,-0.1887833717749154,0.4529438276586382,-0.4196193369450194
25,4.821107426805783,1.2995945862031024,0.013589856149347221,0.11057429990486725,5.24118368956872,4.902026127781511,1.221057363412146,0.13918264335173014,-0.17485753932937603,0.45639665685739983,-0.3391575617872089
26,5.137384191349549,1.208034087574315,0.01398457261010206,0.08805107515466824,5.465479048649458,4.865008905977494,1.2929512567193027,0.12596805012605988,-0.15085438211449054,0.4623577629163434,-0.6004701426719636
27,5.371132175155671,1.4451224043339796,0.01235582133902999,0.10471427161059078,5.0526860399194895,4.830072828877245,1.4631548490278021,0.16027243757523663,-0.14477210096418433,0.46387005656703295,-0.22261321104224407
28,4.822243393908696,1.4841674190257328,0.013114201281316854,0.0943010370646847,5.485326851614951,4.88798905169394,1.3445852751119196,0.1310354889840025,-0.17975427314994202,0.4551820450885132,-0.5973377999210108
